payment_reference,occurrences,payment_ids,accounts,amounts,providers
TXN0000043093,2,2,2,2,2
TXN0000043100,2,2,2,2,2
TXN0000043150,2,2,2,2,2
TXN0000043153,2,2,2,2,2
TXN0000043172,2,2,2,2,2
TXN0000043192,2,1,1,1,1
TXN0000043225,3,3,3,3,3
TXN0000043240,2,2,2,2,2
TXN0000043252,2,2,2,2,1
TXN0000043280,2,2,2,2,2
TXN0000043286,3,3,3,3,3
TXN0000043354,2,2,2,2,2
TXN0000043361,2,2,2,2,2
TXN0000043365,2,2,2,2,2
TXN0000043366,2,2,2,2,2
TXN0000043367,2,2,2,2,2
TXN0000043377,2,2,2,2,2
TXN0000043379,2,2,2,2,2
TXN0000043418,2,1,1,1,1
TXN0000043424,3,3,3,3,2
TXN0000043506,2,2,2,2,2
TXN0000043516,2,2,2,2,2
TXN0000043538,2,2,2,2,2
TXN0000043556,2,2,2,2,2
TXN0000043590,2,2,2,2,2
TXN0000043615,2,2,2,2,2
TXN0000043620,2,2,2,2,2
TXN0000043645,2,2,2,2,2
TXN0000043654,2,2,2,2,2
TXN0000043693,2,2,2,2,2
TXN0000043724,2,2,2,2,2
TXN0000043776,2,2,2,2,2
TXN0000043803,3,3,3,3,3
TXN0000043815,2,2,2,2,2
TXN0000043834,2,2,2,2,2
TXN0000043859,2,2,2,2,2
TXN0000043876,3,3,3,3,3
TXN0000043950,2,2,2,2,2
TXN0000043963,3,3,3,3,3
TXN0000043966,3,3,3,3,3
TXN0000043981,2,2,2,2,1
TXN0000044004,2,2,2,2,2
TXN0000044027,3,2,2,2,2
TXN0000044034,2,2,2,2,2
TXN0000044057,2,2,2,2,2
TXN0000044059,2,2,2,2,2
TXN0000044060,3,3,3,3,2
TXN0000044072,2,2,2,2,2
TXN0000044113,2,2,2,2,2
TXN0000044190,2,2,2,2,2
TXN0000044204,2,2,2,2,2
TXN0000044228,2,2,2,2,1
TXN0000044251,2,2,2,2,2
TXN0000044257,2,2,2,2,2
TXN0000044312,5,5,5,5,3
TXN0000044335,3,3,3,3,3
TXN0000044341,4,4,4,4,4
TXN0000044353,2,2,2,2,2
TXN0000044355,3,3,3,3,3
TXN0000044389,2,2,2,2,2
TXN0000044427,2,2,2,2,2
TXN0000044482,2,2,2,2,2
TXN0000044496,2,2,2,2,2
TXN0000044501,3,2,2,2,2
TXN0000044511,2,2,2,2,2
TXN0000044514,2,2,2,2,2
TXN0000044563,2,1,1,1,1
TXN0000044618,3,2,2,2,2
TXN0000044622,3,3,3,3,1
TXN0000044633,2,2,2,2,2
TXN0000044651,3,2,2,2,2
TXN0000044668,2,2,2,2,2
TXN0000044676,3,3,3,3,3
TXN0000044688,2,2,2,2,2
TXN0000044702,2,2,2,2,2
TXN0000044731,2,2,2,2,2
TXN0000044745,2,2,2,2,2
TXN0000044755,3,3,3,3,2
TXN0000044758,2,2,2,2,2
TXN0000044764,2,2,2,2,1
TXN0000044772,4,3,3,3,3
TXN0000044783,3,3,3,3,3
TXN0000044816,2,2,2,2,2
TXN0000044882,2,2,2,2,2
TXN0000044892,2,2,2,2,2
TXN0000044926,2,2,2,2,2
TXN0000044961,2,2,2,2,2
TXN0000044986,2,2,2,2,2
TXN0000044993,2,2,2,2,2
TXN0000045039,2,2,2,2,2
TXN0000045080,2,2,2,2,2
TXN0000045098,2,2,2,2,2
TXN0000045100,2,2,2,2,2
TXN0000045132,3,3,3,3,3
TXN0000045167,2,2,2,2,2
TXN0000045170,2,2,2,2,2
TXN0000045202,2,2,2,2,2
TXN0000045231,2,2,2,2,2
TXN0000045252,2,2,2,2,2
TXN0000045300,2,2,2,2,2
TXN0000045316,3,3,3,3,3
TXN0000045319,2,2,2,2,1
TXN0000045350,2,2,2,2,1
TXN0000045400,2,2,2,2,2
TXN0000045402,2,2,2,2,2
TXN0000045414,2,2,2,2,2
TXN0000045435,2,1,1,1,1
TXN0000045459,2,2,2,2,1
TXN0000045491,2,2,2,2,1
TXN0000045493,2,2,2,2,2
TXN0000045502,2,2,2,2,2
TXN0000045514,2,2,2,2,2
TXN0000045596,2,2,2,2,2
TXN0000045604,2,2,2,2,2
TXN0000045619,2,2,2,2,2
TXN0000045639,3,2,2,2,2
TXN0000045643,2,2,2,2,2
TXN0000045647,2,2,2,2,2
TXN0000045651,2,2,2,2,2
TXN0000045676,2,1,1,1,1
TXN0000045720,2,2,2,2,2
TXN0000045753,2,2,2,2,2
TXN0000045761,2,2,2,2,2
TXN0000045766,2,2,2,2,2
TXN0000045799,2,2,2,2,2
TXN0000045800,2,2,2,2,2
TXN0000045823,2,2,2,2,2
TXN0000045862,2,2,2,2,2
TXN0000045890,3,3,3,3,3
TXN0000045910,3,3,3,3,3
TXN0000045911,2,1,1,1,1
TXN0000045924,2,2,2,2,2
TXN0000045930,2,1,1,1,1
TXN0000045932,2,1,1,1,1
TXN0000045945,2,2,2,2,2
TXN0000046012,2,2,2,2,2
TXN0000046031,2,2,2,2,2
TXN0000046107,2,2,2,2,2
TXN0000046124,2,1,1,1,1
TXN0000046152,2,2,2,2,2
TXN0000046169,2,2,2,2,2
TXN0000046175,2,2,2,2,2
TXN0000046178,2,2,2,2,1
TXN0000046179,2,2,2,2,2
TXN0000046185,2,2,2,2,2
TXN0000046194,2,2,2,2,2
TXN0000046205,2,2,2,2,2
TXN0000046269,2,1,1,1,1
TXN0000046284,2,2,2,2,2
TXN0000046301,2,2,2,2,2
TXN0000046309,2,2,2,2,2
TXN0000046328,2,2,2,2,2
TXN0000046329,2,2,2,2,2
TXN0000046333,2,2,2,2,2
TXN0000046337,2,2,2,2,2
TXN0000046359,3,3,3,3,2
TXN0000046364,2,2,2,2,2
TXN0000046367,2,2,2,2,2
TXN0000046376,2,1,1,1,1
TXN0000046413,2,2,2,2,2
TXN0000046414,2,2,2,2,2
TXN0000046415,3,3,3,3,3
TXN0000046445,2,2,2,2,2
TXN0000046474,2,2,2,2,2
TXN0000046482,2,2,2,2,2
TXN0000046484,2,2,2,2,2
TXN0000046537,2,2,2,2,2
TXN0000046551,2,2,2,2,2
TXN0000046590,2,1,1,1,1
TXN0000046620,2,2,2,2,2
TXN0000046650,3,3,3,3,3
TXN0000046653,2,2,2,2,2
TXN0000046695,2,2,2,2,2
TXN0000046701,2,2,2,2,2
TXN0000046732,2,2,2,2,2
TXN0000046736,2,2,2,2,2
TXN0000046761,2,2,2,2,2
TXN0000046770,2,1,1,1,1
TXN0000046788,2,1,1,1,1
TXN0000046801,2,2,2,2,1
TXN0000046830,2,2,2,2,2
TXN0000046841,2,2,2,2,2
TXN0000046850,3,3,3,3,3
TXN0000046864,2,2,2,2,2
TXN0000046867,2,2,2,2,2
TXN0000046900,2,2,2,2,2
TXN0000046903,2,2,2,2,2
TXN0000046927,2,2,2,2,2
TXN0000046934,2,2,2,2,2
TXN0000046955,2,2,2,2,2
TXN0000046962,2,2,2,2,2
TXN0000046968,2,2,2,2,2
TXN0000046979,2,2,2,2,2
TXN0000046988,2,2,2,2,2
TXN0000047093,2,2,2,2,2
TXN0000047111,2,2,2,2,2
TXN0000047155,2,2,2,2,2
TXN0000047167,2,2,2,2,2
TXN0000047200,3,2,2,2,2
TXN0000047287,2,2,2,2,2
TXN0000047311,2,2,2,2,2
TXN0000047333,3,3,3,3,3
TXN0000047340,3,3,3,3,3
TXN0000047383,2,2,2,2,2
TXN0000047407,2,2,2,2,2
TXN0000047435,2,2,2,2,2
TXN0000047438,2,2,2,2,2
TXN0000047445,2,2,2,2,2
TXN0000047453,2,1,1,1,1
TXN0000047454,2,2,2,2,2
TXN0000047491,2,2,2,2,2
TXN0000047514,3,3,3,3,3
TXN0000047522,2,2,2,2,2
TXN0000047536,2,2,2,2,2
TXN0000047560,2,2,2,2,2
TXN0000047561,2,2,2,2,2
TXN0000047589,2,2,2,2,2
TXN0000047602,2,2,2,2,2
TXN0000047609,2,2,2,2,1
TXN0000047620,2,2,2,2,2
TXN0000047636,3,2,2,2,2
TXN0000047642,2,2,2,2,2
TXN0000047745,2,2,2,2,2
TXN0000047756,3,2,2,2,2
TXN0000047758,4,4,4,4,4
TXN0000047783,2,2,2,2,2
TXN0000047810,3,3,3,3,3
TXN0000047814,2,2,2,2,2
TXN0000047966,2,2,2,2,2
TXN0000047972,2,2,2,2,2
TXN0000047986,2,2,2,2,2
TXN0000048007,2,2,2,2,2
TXN0000048010,2,1,1,1,1
TXN0000048012,2,2,2,2,2
TXN0000048013,2,2,2,2,2
TXN0000048017,3,3,3,3,3
TXN0000048092,2,2,2,2,2
TXN0000048099,2,2,2,2,2
TXN0000048127,2,2,2,2,2
TXN0000048136,2,2,2,2,2
TXN0000048174,2,2,2,2,2
TXN0000048179,2,2,2,2,1
TXN0000048202,2,2,2,2,2
TXN0000048209,2,2,2,2,2
TXN0000048213,2,2,2,2,2
TXN0000048229,3,3,3,3,2
TXN0000048316,2,2,2,2,2
TXN0000048325,2,2,2,2,2
TXN0000048337,2,2,2,2,2
TXN0000048341,2,2,2,2,2
TXN0000048347,3,2,2,2,2
TXN0000048349,2,2,2,2,2
TXN0000048351,2,2,2,2,2
TXN0000048357,2,2,2,2,2
TXN0000048359,2,2,2,2,2
TXN0000048363,2,2,2,2,2
TXN0000048372,2,2,2,2,2
TXN0000048395,2,1,1,1,1
TXN0000048399,2,1,1,1,1
TXN0000048405,2,2,2,2,2
TXN0000048423,2,2,2,2,2
TXN0000048432,3,3,3,3,3
TXN0000048471,2,2,2,2,2
TXN0000048496,2,2,2,2,2
TXN0000048498,2,2,2,2,2
TXN0000048538,2,2,2,2,2
TXN0000048542,3,2,2,2,2
TXN0000048544,2,2,2,2,2
TXN0000048554,2,2,2,2,2
TXN0000048564,3,3,3,3,3
TXN0000048570,2,2,2,2,2
TXN0000048577,2,1,1,1,1
TXN0000048599,2,2,2,2,2
TXN0000048603,2,2,2,2,2
TXN0000048613,2,2,2,2,2
TXN0000048628,2,2,2,2,2
TXN0000048686,2,2,2,2,2
TXN0000048699,2,2,2,2,2
TXN0000048741,3,3,3,3,3
TXN0000048762,2,2,2,2,2
TXN0000048782,2,2,2,2,2
TXN0000048792,2,2,2,2,2
TXN0000048799,2,2,2,2,2
TXN0000048845,2,2,2,2,2
TXN0000048848,3,3,3,3,3
TXN0000048856,2,2,2,2,2
TXN0000048858,2,1,1,1,1
TXN0000048877,2,1,1,1,1
TXN0000048882,2,2,2,2,2
TXN0000048900,2,2,2,2,2
TXN0000048906,2,2,2,2,2
TXN0000048925,4,3,3,3,3
TXN0000048947,2,2,2,2,2
TXN0000048971,2,2,2,2,2
TXN0000049025,2,2,2,2,2
TXN0000049062,2,2,2,2,2
TXN0000049070,2,2,2,2,2
TXN0000049083,2,2,2,2,2
TXN0000049086,2,2,2,2,2
TXN0000049106,3,3,3,3,3
TXN0000049109,2,2,2,2,2
TXN0000049123,2,2,2,2,2
TXN0000049126,2,2,2,2,2
TXN0000049144,2,2,2,2,2
TXN0000049190,2,2,2,2,2
TXN0000049197,2,2,2,2,2
TXN0000049227,2,2,2,2,2
TXN0000049231,3,3,3,3,3
TXN0000049234,2,2,2,2,2
TXN0000049239,2,2,2,2,2
TXN0000049252,2,2,2,2,2
TXN0000049255,2,2,2,2,2
TXN0000049266,2,2,2,2,1
TXN0000049275,2,2,2,2,2
TXN0000049286,2,1,1,1,1
TXN0000049291,2,2,2,2,1
TXN0000049315,2,2,2,2,2
TXN0000049326,2,1,1,1,1
TXN0000049362,2,2,2,2,2
TXN0000049375,2,2,2,2,2
TXN0000049402,2,2,2,2,1
TXN0000049410,2,2,2,2,2
TXN0000049457,2,2,2,2,2
TXN0000049481,2,2,2,2,2
TXN0000049500,2,2,2,2,2
TXN0000049516,2,2,2,2,1
TXN0000049528,2,2,2,2,2
TXN0000049544,2,2,2,2,2
TXN0000049556,2,2,2,2,2
TXN0000049564,2,2,2,2,2
TXN0000049580,2,2,2,2,2
TXN0000049582,2,2,2,2,2
TXN0000049626,2,2,2,2,2
TXN0000049658,2,1,1,1,1
TXN0000049665,2,2,2,2,2
TXN0000049729,3,3,3,3,3
TXN0000049743,3,3,3,3,3
TXN0000049765,2,2,2,2,2
TXN0000049801,2,2,2,2,2
TXN0000049806,2,2,2,2,2
TXN0000049820,2,2,2,2,2
TXN0000049857,2,1,1,1,1
TXN0000049875,2,2,2,2,2
TXN0000049876,2,2,2,2,2
TXN0000049909,2,2,2,2,2
TXN0000049916,2,2,2,2,1
TXN0000049923,2,2,2,2,2
TXN0000049976,2,2,2,2,2
TXN0000049993,2,2,2,2,2
TXN0000050001,2,1,1,1,1
TXN0000050003,2,2,2,2,2
TXN0000050029,2,1,1,1,1
TXN0000050056,2,2,2,2,2
TXN0000050083,2,2,2,2,2
TXN0000050095,2,2,2,2,2
TXN0000050134,2,2,2,2,2
TXN0000050151,2,2,2,2,2
TXN0000050181,2,2,2,2,2
TXN0000050211,2,2,2,2,2
TXN0000050215,2,2,2,2,2
TXN0000050226,2,2,2,2,2
TXN0000050227,2,2,2,2,2
TXN0000050256,2,2,2,2,1
TXN0000050273,2,2,2,2,2
TXN0000050287,2,2,2,2,2
TXN0000050295,3,3,3,3,2
TXN0000050300,2,1,1,1,1
TXN0000050367,2,2,2,2,1
TXN0000050407,2,2,2,2,2
TXN0000050428,2,2,2,2,2
TXN0000050431,2,2,2,2,2
TXN0000050448,2,2,2,2,2
TXN0000050468,5,3,3,3,3
TXN0000050483,2,2,2,2,2
TXN0000050522,2,2,2,2,2
TXN0000050600,3,3,3,3,3
TXN0000050641,2,2,2,2,2
TXN0000050661,2,2,2,2,2
TXN0000050671,2,2,2,2,2
TXN0000050687,2,2,2,2,2
TXN0000050701,2,2,2,2,2
TXN0000050702,2,2,2,2,2
TXN0000050711,2,2,2,2,2
TXN0000050726,2,2,2,2,2
TXN0000050727,3,2,2,2,2
TXN0000050770,2,2,2,2,2
TXN0000050772,2,2,2,2,2
TXN0000050803,2,1,1,1,1
TXN0000050816,2,1,1,1,1
TXN0000050821,2,2,2,2,2
TXN0000050830,2,1,1,1,1
TXN0000050856,2,2,2,2,2
TXN0000050875,3,3,3,3,3
TXN0000050930,2,2,2,2,2
TXN0000050960,2,2,2,2,2
TXN0000050994,2,2,2,2,2
TXN0000051009,3,3,3,3,2
TXN0000051062,3,3,3,3,3
TXN0000051074,2,2,2,2,2
TXN0000051081,2,2,2,2,2
TXN0000051086,2,2,2,2,2
TXN0000051107,2,2,2,2,2
TXN0000051110,2,2,2,2,2
TXN0000051117,2,2,2,2,2
TXN0000051177,2,2,2,2,2
TXN0000051199,2,2,2,2,1
TXN0000051225,2,1,1,1,1
TXN0000051236,2,2,2,2,2
TXN0000051238,2,2,2,2,2
TXN0000051252,2,2,2,2,2
TXN0000051256,2,2,2,2,2
TXN0000051279,3,2,2,2,2
TXN0000051296,2,2,2,2,2
TXN0000051328,2,2,2,2,2
TXN0000051358,2,2,2,2,2
TXN0000051368,3,3,3,3,2
TXN0000051394,2,2,2,2,2
TXN0000051432,2,2,2,2,2
TXN0000051440,2,2,2,2,2
TXN0000051453,2,1,1,1,1
TXN0000051487,2,2,2,2,2
TXN0000051488,2,2,2,2,1
TXN0000051493,2,2,2,2,2
TXN0000051523,2,2,2,2,2
TXN0000051546,2,2,2,2,2
TXN0000051549,2,2,2,2,2
TXN0000051597,2,2,2,2,2
TXN0000051629,2,2,2,2,2
TXN0000051649,3,3,3,3,3
TXN0000051665,2,2,2,2,2
TXN0000051693,2,2,2,2,1
TXN0000051776,2,1,1,1,1
TXN0000051786,3,3,3,3,3
TXN0000051793,2,2,2,2,2
TXN0000051803,2,2,2,2,2
TXN0000051811,2,2,2,2,2
TXN0000051816,2,2,2,2,2
TXN0000051821,3,3,3,3,3
TXN0000051833,2,2,2,2,2
TXN0000051834,2,2,2,2,2
TXN0000051851,4,4,4,4,3
TXN0000051897,2,2,2,2,2
TXN0000051931,2,2,2,2,2
TXN0000051949,2,1,1,1,1
TXN0000051958,2,1,1,1,1
TXN0000051970,3,3,3,3,3
TXN0000051973,2,2,2,2,2
TXN0000051993,2,2,2,2,2
TXN0000051995,2,2,2,2,1
TXN0000051996,2,2,2,2,2
TXN0000052025,2,2,2,2,2
TXN0000052028,2,2,2,2,2
TXN0000052034,2,2,2,2,2
TXN0000052037,2,2,2,2,2
TXN0000052044,3,2,2,2,2
TXN0000052132,2,2,2,2,2
TXN0000052136,2,2,2,2,2
TXN0000052141,2,2,2,2,2
TXN0000052155,2,1,1,1,1
TXN0000052156,2,2,2,2,2
TXN0000052159,2,2,2,2,2
TXN0000052161,2,2,2,2,2
TXN0000052168,2,2,2,2,2
TXN0000052239,2,2,2,2,2
TXN0000052244,2,1,1,1,1
TXN0000052274,2,2,2,2,2
TXN0000052301,2,2,2,2,2
TXN0000052392,3,3,3,3,3
TXN0000052399,2,2,2,2,2
TXN0000052400,2,2,2,2,1
TXN0000052470,2,2,2,2,2
TXN0000052474,2,2,2,2,2
TXN0000052480,2,1,1,1,1
TXN0000052496,2,2,2,2,2
TXN0000052502,2,2,2,2,2
TXN0000052523,3,3,3,3,2
TXN0000052549,2,2,2,2,2
TXN0000052554,2,2,2,2,2
TXN0000052559,5,4,4,4,4
TXN0000052561,2,2,2,2,2
TXN0000052594,2,2,2,2,2
TXN0000052613,2,2,2,2,2
TXN0000052617,2,2,2,2,2
TXN0000052624,4,3,3,3,3
TXN0000052632,2,2,2,2,2
TXN0000052633,2,1,1,1,1
TXN0000052637,2,2,2,2,2
TXN0000052640,3,3,3,3,2
TXN0000052677,2,2,2,2,2
TXN0000052702,2,2,2,2,2
TXN0000052706,2,2,2,2,2
TXN0000052751,2,2,2,2,2
TXN0000052764,3,3,3,3,3
TXN0000052790,2,2,2,2,2
TXN0000052818,2,2,2,2,2
TXN0000052833,2,2,2,2,2
TXN0000052839,3,2,2,2,2
TXN0000052845,2,2,2,2,2
TXN0000052868,2,2,2,2,2
TXN0000052869,2,2,2,2,1
TXN0000052876,2,2,2,2,2
TXN0000052878,2,1,1,1,1
TXN0000052920,2,1,1,1,1
TXN0000052932,2,2,2,2,2
TXN0000052934,2,2,2,2,2
TXN0000052949,2,2,2,2,2
TXN0000052951,2,2,2,2,2
TXN0000052952,2,2,2,2,1
TXN0000052957,2,1,1,1,1
TXN0000052960,2,2,2,2,2
TXN0000052982,2,2,2,2,2
TXN0000052986,4,4,4,4,3
TXN0000053005,2,2,2,2,2
TXN0000053038,2,2,2,2,2
TXN0000053072,3,2,2,2,2
TXN0000053097,2,2,2,2,2
TXN0000053108,2,2,2,2,2
TXN0000053111,2,2,2,2,2
TXN0000053139,2,2,2,2,2
TXN0000053160,2,2,2,2,2
TXN0000053205,2,2,2,2,2
TXN0000053232,2,2,2,2,2
TXN0000053264,2,2,2,2,2
TXN0000053269,2,1,1,1,1
TXN0000053292,2,2,2,2,2
TXN0000053336,2,2,2,2,2
TXN0000053373,2,1,1,1,1
TXN0000053389,2,2,2,2,2
TXN0000053403,2,2,2,2,2
TXN0000053408,2,2,2,2,2
TXN0000053439,2,2,2,2,2
TXN0000053449,2,2,2,2,2
TXN0000053462,2,2,2,2,2
TXN0000053464,2,2,2,2,1
TXN0000053480,2,2,2,2,2
TXN0000053518,2,2,2,2,2
TXN0000053557,2,2,2,2,2
TXN0000053577,2,2,2,2,2
TXN0000053594,2,2,2,2,2
TXN0000053669,3,3,3,3,3
TXN0000053681,2,2,2,2,2
TXN0000053690,3,2,2,2,2
TXN0000053722,2,2,2,2,2
TXN0000053767,2,2,2,2,2
TXN0000053771,2,1,1,1,1
TXN0000053787,2,2,2,2,2
TXN0000053797,2,1,1,1,1
TXN0000053809,2,2,2,2,2
TXN0000053811,2,2,2,2,2
TXN0000053812,2,2,2,2,2
TXN0000053872,2,1,1,1,1
TXN0000053916,2,1,1,1,1
TXN0000053935,2,2,2,2,2
TXN0000053951,2,2,2,2,1
TXN0000054000,2,2,2,2,2
TXN0000054074,2,2,2,2,2
TXN0000054076,2,2,2,2,2
TXN0000054078,2,2,2,2,2
TXN0000054084,2,2,2,2,2
TXN0000054140,2,2,2,2,2
TXN0000054145,2,2,2,2,2
TXN0000054146,2,2,2,2,2
TXN0000054176,2,2,2,2,2
TXN0000054195,2,2,2,2,1
TXN0000054207,3,3,3,3,3
TXN0000054216,2,2,2,2,2
TXN0000054220,3,3,3,3,3
TXN0000054225,2,2,2,2,2
TXN0000054240,2,2,2,2,2
TXN0000054260,2,1,1,1,1
TXN0000054280,2,2,2,2,2
TXN0000054308,4,4,4,4,2
TXN0000054359,3,2,2,2,2
TXN0000054367,2,1,1,1,1
TXN0000054442,2,2,2,2,2
TXN0000054453,2,2,2,2,2
TXN0000054472,2,1,1,1,1
TXN0000054508,2,2,2,2,2
TXN0000054523,2,1,1,1,1
TXN0000054528,2,2,2,2,2
TXN0000054550,2,2,2,2,2
TXN0000054557,2,2,2,2,2
TXN0000054559,2,2,2,2,2
TXN0000054563,3,3,3,3,3
TXN0000054570,2,2,2,2,2
TXN0000054580,2,2,2,2,2
TXN0000054584,2,2,2,2,2
TXN0000054596,2,2,2,2,2
TXN0000054604,2,2,2,2,2
TXN0000054624,2,1,1,1,1
TXN0000054635,2,2,2,2,2
TXN0000054645,2,2,2,2,2
TXN0000054673,2,2,2,2,2
TXN0000054707,2,2,2,2,2
TXN0000054776,2,2,2,2,2
TXN0000054809,2,2,2,2,2
TXN0000054942,2,2,2,2,2
TXN0000054971,2,2,2,2,2
TXN0000054973,2,1,1,1,1
TXN0000054996,2,2,2,2,2
TXN0000055016,2,2,2,2,2
TXN0000055040,2,1,1,1,1
TXN0000055054,2,2,2,2,2
TXN0000055140,2,2,2,2,2
TXN0000055166,2,2,2,2,2
TXN0000055172,2,2,2,2,2
TXN0000055176,2,2,2,2,2
TXN0000055193,3,3,3,3,3
TXN0000055204,2,2,2,2,2
TXN0000055227,2,1,1,1,1
TXN0000055279,2,2,2,2,2
TXN0000055347,2,2,2,2,2
TXN0000055362,2,2,2,2,2
TXN0000055389,2,2,2,2,2
TXN0000055459,2,2,2,2,2
TXN0000055480,2,1,1,1,1
TXN0000055485,2,1,1,1,1
TXN0000055487,3,2,2,2,2
TXN0000055520,2,2,2,2,2
TXN0000055524,2,2,2,2,2
TXN0000055535,2,1,1,1,1
TXN0000055558,2,1,1,1,1
TXN0000055606,2,2,2,2,2
TXN0000055630,2,2,2,2,2
TXN0000055672,2,2,2,2,2
TXN0000055674,2,2,2,2,2
TXN0000055679,2,1,1,1,1
TXN0000055708,2,2,2,2,2
TXN0000055737,2,2,2,2,2
TXN0000055749,2,2,2,2,2
TXN0000055754,2,2,2,2,2
TXN0000055764,2,2,2,2,2
TXN0000055793,2,2,2,2,2
TXN0000055828,2,2,2,2,2
TXN0000055830,2,2,2,2,2
TXN0000055836,2,2,2,2,2
TXN0000055886,2,2,2,2,2
TXN0000055949,2,1,1,1,1
TXN0000055956,2,2,2,2,2
TXN0000055988,2,2,2,2,2
TXN0000056018,2,2,2,2,2
TXN0000056037,2,2,2,2,2
TXN0000056044,2,2,2,2,2
TXN0000056064,2,2,2,2,2
TXN0000056067,2,2,2,2,1
TXN0000056072,2,2,2,2,2
TXN0000056111,2,2,2,2,2
TXN0000056129,2,2,2,2,2
TXN0000056130,3,3,3,3,3
TXN0000056135,2,2,2,2,2
TXN0000056192,2,2,2,2,2
TXN0000056212,2,2,2,2,2
TXN0000056219,2,2,2,2,2
TXN0000056225,3,3,3,3,3
TXN0000056264,2,2,2,2,2
TXN0000056265,2,2,2,2,2
TXN0000056306,2,2,2,2,2
TXN0000056308,2,1,1,1,1
TXN0000056319,2,2,2,2,2
TXN0000056380,2,2,2,2,2
TXN0000056392,2,1,1,1,1
TXN0000056431,2,2,2,2,2
TXN0000056456,3,2,2,2,2
TXN0000056459,2,2,2,2,2
TXN0000056484,2,2,2,2,2
TXN0000056487,2,2,2,2,2
TXN0000056489,3,3,3,3,3
TXN0000056500,2,2,2,2,2
TXN0000056503,2,2,2,2,2
TXN0000056509,2,2,2,2,2
TXN0000056517,2,2,2,2,1
TXN0000056529,3,2,2,2,2
TXN0000056533,2,2,2,2,2
TXN0000056554,2,2,2,2,2
TXN0000056572,2,1,1,1,1
TXN0000056576,2,2,2,2,2
TXN0000056588,3,3,3,3,3
TXN0000056606,2,2,2,2,2
TXN0000056634,2,2,2,2,2
TXN0000056640,2,2,2,2,2
TXN0000056642,2,2,2,2,1
TXN0000056674,2,2,2,2,2
TXN0000056683,2,2,2,2,2
TXN0000056686,2,2,2,2,2
TXN0000056699,2,1,1,1,1
TXN0000056707,2,2,2,2,2
TXN0000056724,2,2,2,2,2
TXN0000056730,2,2,2,2,2
TXN0000056752,3,3,3,3,2
TXN0000056758,3,3,3,3,3
TXN0000056788,2,2,2,2,2
TXN0000056795,2,2,2,2,2
TXN0000056799,2,2,2,2,2
TXN0000056829,2,2,2,2,2
TXN0000056833,2,2,2,2,2
TXN0000056841,2,2,2,2,2
TXN0000056842,2,1,1,1,1
TXN0000056843,2,2,2,2,2
TXN0000056870,2,2,2,2,2
TXN0000056871,2,2,2,2,2
TXN0000056899,2,2,2,2,2
TXN0000056931,3,3,3,3,2
TXN0000056938,2,2,2,2,2
TXN0000057030,2,2,2,2,2
TXN0000057088,2,2,2,2,2
TXN0000057109,2,2,2,2,2
TXN0000057110,2,2,2,2,2
TXN0000057116,2,2,2,2,2
TXN0000057118,2,2,2,2,2
TXN0000057137,2,2,2,2,2
TXN0000057154,2,1,1,1,1
TXN0000057261,2,2,2,2,2
TXN0000057310,2,2,2,2,2
TXN0000057319,2,1,1,1,1
TXN0000057330,2,2,2,2,2
TXN0000057338,2,2,2,2,2
TXN0000057367,3,3,3,3,3
TXN0000057390,4,4,4,4,4
TXN0000057452,2,2,2,2,2
TXN0000057455,2,2,2,2,2
TXN0000057465,2,2,2,2,2
TXN0000057472,2,1,1,1,1
TXN0000057486,2,2,2,2,2
TXN0000057493,2,2,2,2,2
TXN0000057494,2,1,1,1,1
TXN0000057512,2,2,2,2,2
TXN0000057555,3,2,2,2,2
TXN0000057590,2,2,2,2,2
TXN0000057595,2,2,2,2,2
TXN0000057596,3,2,2,2,1
TXN0000057619,2,2,2,2,2
TXN0000057630,2,2,2,2,2
TXN0000057653,2,2,2,2,2
TXN0000057657,2,2,2,2,2
TXN0000057689,2,2,2,2,1
TXN0000057708,2,2,2,2,1
TXN0000057714,3,3,3,3,3
TXN0000057733,2,2,2,2,2
TXN0000057760,2,2,2,2,2
TXN0000057779,2,2,2,2,2
TXN0000057827,2,2,2,2,2
TXN0000057855,2,2,2,2,2
TXN0000057866,2,2,2,2,1
TXN0000057900,2,2,2,2,2
TXN0000057902,3,2,2,2,2
TXN0000057917,2,2,2,2,2
TXN0000057918,2,2,2,2,1
TXN0000057927,2,2,2,2,2
TXN0000057941,2,2,2,2,2
TXN0000057951,2,2,2,2,2
TXN0000057955,2,2,2,2,2
TXN0000057961,4,3,3,3,3
TXN0000057969,2,2,2,2,1
TXN0000057981,2,2,2,2,2
TXN0000057991,3,3,3,3,3
TXN0000058000,2,2,2,2,1
TXN0000058005,4,4,4,4,3
TXN0000058008,2,2,2,2,2
TXN0000058068,2,2,2,2,2
TXN0000058071,2,2,2,2,2
TXN0000058113,2,2,2,2,2
TXN0000058119,2,2,2,2,2
TXN0000058127,2,1,1,1,1
TXN0000058176,2,2,2,2,2
TXN0000058181,3,2,2,2,2
TXN0000058188,2,2,2,2,2
TXN0000058196,2,2,2,2,2
TXN0000058200,2,2,2,2,2
TXN0000058213,3,3,3,3,3
TXN0000058226,2,2,2,2,2
TXN0000058235,2,2,2,2,2
TXN0000058238,2,2,2,2,2
TXN0000058265,2,2,2,2,2
TXN0000058367,2,2,2,2,2
TXN0000058414,2,2,2,2,1
TXN0000058418,2,2,2,2,2
