account_id,recovered_account,recovery_amount,total_calls,total_attempts,call_exposure_group,attempt_exposure_group
ACC0026317,1,68225.14,5.0,2.0,High,Low
ACC0026318,0,0.0,3.0,8.0,Medium,High
ACC0026319,0,0.0,3.0,9.0,Medium,High
ACC0026320,0,0.0,7.0,5.0,High,Medium
ACC0026321,1,112.25,4.0,9.0,Medium,High
ACC0026322,0,0.0,5.0,4.0,High,Medium
ACC0026323,0,0.0,1.0,5.0,Low,Medium
ACC0026324,0,0.0,3.0,4.0,Medium,Medium
ACC0026325,1,184528.03,4.0,8.0,Medium,High
ACC0026326,1,68093.84,0.0,3.0,Low,Medium
ACC0026327,0,0.0,4.0,4.0,Medium,Medium
ACC0026328,1,136140.17,1.0,6.0,Low,High
ACC0026329,0,0.0,4.0,4.0,Medium,Medium
ACC0026330,1,67986.69,5.0,2.0,High,Low
ACC0026331,0,0.0,2.0,6.0,Low,High
ACC0026332,0,0.0,0.0,2.0,Low,Low
ACC0026333,1,166130.16999999998,4.0,3.0,Medium,Medium
ACC0026334,1,105424.6,4.0,6.0,Medium,High
ACC0026335,0,0.0,3.0,4.0,Medium,Medium
ACC0026336,0,0.0,3.0,4.0,Medium,Medium
ACC0026337,0,0.0,3.0,7.0,Medium,High
ACC0026338,0,0.0,3.0,6.0,Medium,High
ACC0026339,0,0.0,4.0,4.0,Medium,Medium
ACC0026340,0,0.0,0.0,5.0,Low,Medium
ACC0026341,0,0.0,2.0,4.0,Low,Medium
ACC0026342,1,50752.22,3.0,5.0,Medium,Medium
ACC0026343,1,69516.43,3.0,7.0,Medium,High
ACC0026344,0,0.0,3.0,1.0,Medium,Low
ACC0026345,1,87804.06,4.0,5.0,Medium,Medium
ACC0026346,0,0.0,2.0,6.0,Low,High
ACC0026347,0,0.0,2.0,4.0,Low,Medium
ACC0026348,0,0.0,1.0,2.0,Low,Low
ACC0026349,1,87080.55,0.0,3.0,Low,Medium
ACC0026350,1,108687.89,3.0,2.0,Medium,Low
ACC0026351,0,0.0,4.0,7.0,Medium,High
ACC0026352,0,0.0,3.0,2.0,Medium,Low
ACC0026353,1,90433.52,2.0,2.0,Low,Low
ACC0026354,0,0.0,1.0,2.0,Low,Low
ACC0026355,1,155960.37,4.0,1.0,Medium,Low
ACC0026356,1,88341.96,2.0,3.0,Low,Medium
ACC0026357,0,0.0,2.0,4.0,Low,Medium
ACC0026358,0,0.0,2.0,0.0,Low,Low
ACC0026359,0,0.0,6.0,3.0,High,Medium
ACC0026360,0,0.0,2.0,5.0,Low,Medium
ACC0026361,0,0.0,2.0,4.0,Low,Medium
ACC0026362,1,9174.0,4.0,3.0,Medium,Medium
ACC0026363,0,0.0,5.0,1.0,High,Low
ACC0026364,0,0.0,0.0,0.0,Low,Low
ACC0026365,0,0.0,2.0,2.0,Low,Low
ACC0026366,0,0.0,2.0,8.0,Low,High
ACC0026367,1,64503.19,2.0,1.0,Low,Low
ACC0026368,1,80254.45999999999,3.0,5.0,Medium,Medium
ACC0026369,0,0.0,3.0,3.0,Medium,Medium
ACC0026370,1,37031.54,5.0,3.0,High,Medium
ACC0026371,1,90231.0,2.0,4.0,Low,Medium
ACC0026372,1,45468.55,7.0,6.0,High,High
ACC0026373,1,5079.17,4.0,8.0,Medium,High
ACC0026374,0,0.0,3.0,4.0,Medium,Medium
ACC0026375,1,184732.31,2.0,5.0,Low,Medium
ACC0026376,1,80543.12,4.0,4.0,Medium,Medium
ACC0026377,0,0.0,4.0,5.0,Medium,Medium
ACC0026378,0,0.0,1.0,5.0,Low,Medium
ACC0026379,0,0.0,2.0,5.0,Low,Medium
ACC0026380,0,0.0,4.0,4.0,Medium,Medium
ACC0026381,0,0.0,1.0,7.0,Low,High
ACC0026382,1,104727.9,3.0,2.0,Medium,Low
ACC0026383,0,0.0,3.0,3.0,Medium,Medium
ACC0026384,0,0.0,4.0,6.0,Medium,High
ACC0026385,0,0.0,6.0,2.0,High,Low
ACC0026386,0,0.0,6.0,7.0,High,High
ACC0026387,1,132125.66,3.0,4.0,Medium,Medium
ACC0026388,1,96794.71,3.0,3.0,Medium,Medium
ACC0026389,1,7498.32,2.0,1.0,Low,Low
ACC0026390,1,147434.89,1.0,2.0,Low,Low
ACC0026391,0,0.0,4.0,7.0,Medium,High
ACC0026392,1,161635.34,3.0,6.0,Medium,High
ACC0026393,1,377254.66000000003,3.0,4.0,Medium,Medium
ACC0026394,1,65631.27,3.0,2.0,Medium,Low
ACC0026395,1,133317.19,2.0,7.0,Low,High
ACC0026396,1,28702.78,4.0,3.0,Medium,Medium
ACC0026397,1,26350.37,1.0,0.0,Low,Low
ACC0026398,1,44489.0,2.0,1.0,Low,Low
ACC0026399,0,0.0,3.0,2.0,Medium,Low
ACC0026400,0,0.0,5.0,4.0,High,Medium
ACC0026401,0,0.0,1.0,2.0,Low,Low
ACC0026402,0,0.0,2.0,5.0,Low,Medium
ACC0026403,0,0.0,4.0,2.0,Medium,Low
ACC0026404,0,0.0,1.0,5.0,Low,Medium
ACC0026405,1,77069.1,5.0,6.0,High,High
ACC0026406,1,82942.86,3.0,1.0,Medium,Low
ACC0026407,1,57646.8,4.0,5.0,Medium,Medium
ACC0026408,1,52470.63,3.0,3.0,Medium,Medium
ACC0026409,0,0.0,2.0,7.0,Low,High
ACC0026410,0,0.0,2.0,6.0,Low,High
ACC0026411,0,0.0,1.0,4.0,Low,Medium
ACC0026412,1,141282.57,4.0,3.0,Medium,Medium
ACC0026413,0,0.0,4.0,3.0,Medium,Medium
ACC0026414,1,65459.39,4.0,3.0,Medium,Medium
ACC0026415,0,0.0,2.0,5.0,Low,Medium
ACC0026416,0,0.0,4.0,2.0,Medium,Low
ACC0026417,0,0.0,1.0,5.0,Low,Medium
ACC0026418,1,62206.68,0.0,6.0,Low,High
ACC0026419,0,0.0,6.0,5.0,High,Medium
ACC0026420,0,0.0,2.0,3.0,Low,Medium
ACC0026421,1,43050.21,4.0,5.0,Medium,Medium
ACC0026422,0,0.0,5.0,8.0,High,High
ACC0026423,1,106181.58,3.0,6.0,Medium,High
ACC0026424,1,58904.060000000005,2.0,5.0,Low,Medium
ACC0026425,1,130447.98,1.0,4.0,Low,Medium
ACC0026426,0,0.0,2.0,3.0,Low,Medium
ACC0026427,1,69321.53,4.0,4.0,Medium,Medium
ACC0026428,0,0.0,3.0,4.0,Medium,Medium
ACC0026429,1,7456.63,2.0,4.0,Low,Medium
ACC0026430,1,108219.51,2.0,4.0,Low,Medium
ACC0026431,0,0.0,2.0,5.0,Low,Medium
ACC0026432,1,138919.11,4.0,2.0,Medium,Low
ACC0026433,0,0.0,2.0,5.0,Low,Medium
ACC0026434,0,0.0,4.0,5.0,Medium,Medium
ACC0026435,1,61948.36,3.0,4.0,Medium,Medium
ACC0026436,0,0.0,4.0,6.0,Medium,High
ACC0026437,0,0.0,3.0,5.0,Medium,Medium
ACC0026438,1,190404.4,3.0,5.0,Medium,Medium
ACC0026439,1,43298.49,5.0,6.0,High,High
ACC0026440,0,0.0,3.0,2.0,Medium,Low
ACC0026441,1,70882.88,4.0,4.0,Medium,Medium
ACC0026442,0,0.0,3.0,2.0,Medium,Low
ACC0026443,1,19601.84,7.0,3.0,High,Medium
ACC0026444,1,5170.15,4.0,6.0,Medium,High
ACC0026445,0,0.0,3.0,5.0,Medium,Medium
ACC0026446,0,0.0,2.0,6.0,Low,High
ACC0026447,0,0.0,4.0,2.0,Medium,Low
ACC0026448,1,50141.34,4.0,5.0,Medium,Medium
ACC0026449,0,0.0,2.0,4.0,Low,Medium
ACC0026450,1,69628.23,2.0,3.0,Low,Medium
ACC0026451,1,118189.52,2.0,3.0,Low,Medium
ACC0026452,0,0.0,1.0,2.0,Low,Low
ACC0026453,1,119650.16,2.0,1.0,Low,Low
ACC0026454,1,29269.52,2.0,6.0,Low,High
ACC0026455,1,121084.36,3.0,7.0,Medium,High
ACC0026456,1,38264.03,4.0,9.0,Medium,High
ACC0026457,0,0.0,4.0,2.0,Medium,Low
ACC0026458,1,131980.53,3.0,5.0,Medium,Medium
ACC0026459,1,106596.42,4.0,3.0,Medium,Medium
ACC0026460,1,173588.99,3.0,3.0,Medium,Medium
ACC0026461,1,115130.68,7.0,4.0,High,Medium
ACC0026462,1,50970.44,2.0,5.0,Low,Medium
ACC0026463,1,123518.07,4.0,2.0,Medium,Low
ACC0026464,0,0.0,2.0,8.0,Low,High
ACC0026465,1,95276.84,2.0,2.0,Low,Low
ACC0026466,1,71093.75,5.0,3.0,High,Medium
ACC0026467,0,0.0,2.0,4.0,Low,Medium
ACC0026468,1,34569.75,2.0,2.0,Low,Low
ACC0026469,0,0.0,3.0,6.0,Medium,High
ACC0026470,1,266779.94999999995,4.0,4.0,Medium,Medium
ACC0026471,1,81789.48,4.0,0.0,Medium,Low
ACC0026472,0,0.0,1.0,3.0,Low,Medium
ACC0026473,0,0.0,5.0,4.0,High,Medium
ACC0026474,1,173654.22,2.0,4.0,Low,Medium
ACC0026475,0,0.0,2.0,3.0,Low,Medium
ACC0026476,0,0.0,2.0,0.0,Low,Low
ACC0026477,1,12644.1,1.0,7.0,Low,High
ACC0026478,0,0.0,1.0,8.0,Low,High
ACC0026479,1,33534.85,4.0,9.0,Medium,High
ACC0026480,1,959.96,3.0,4.0,Medium,Medium
ACC0026481,1,73414.64,4.0,2.0,Medium,Low
ACC0026482,1,171491.57,2.0,4.0,Low,Medium
ACC0026483,1,161131.62,5.0,4.0,High,Medium
ACC0026484,0,0.0,6.0,3.0,High,Medium
ACC0026485,1,36432.61,2.0,3.0,Low,Medium
ACC0026486,1,103013.85,5.0,4.0,High,Medium
ACC0026487,1,141454.17,2.0,2.0,Low,Low
ACC0026488,0,0.0,1.0,3.0,Low,Medium
ACC0026489,1,83780.26,4.0,7.0,Medium,High
ACC0026490,0,0.0,0.0,5.0,Low,Medium
ACC0026491,1,280897.73,5.0,5.0,High,Medium
ACC0026492,0,0.0,1.0,1.0,Low,Low
ACC0026493,1,151836.36,1.0,2.0,Low,Low
ACC0026494,1,162511.09999999998,3.0,6.0,Medium,High
ACC0026495,1,113473.81,3.0,6.0,Medium,High
ACC0026496,1,6313.22,4.0,3.0,Medium,Medium
ACC0026497,1,13540.47,2.0,1.0,Low,Low
ACC0026498,0,0.0,5.0,4.0,High,Medium
ACC0026499,1,199445.94,4.0,5.0,Medium,Medium
ACC0026500,0,0.0,5.0,5.0,High,Medium
ACC0026501,0,0.0,4.0,5.0,Medium,Medium
ACC0026502,1,111868.75,3.0,4.0,Medium,Medium
ACC0026503,0,0.0,4.0,0.0,Medium,Low
ACC0026504,1,144521.84,2.0,4.0,Low,Medium
ACC0026505,0,0.0,4.0,5.0,Medium,Medium
ACC0026506,0,0.0,1.0,5.0,Low,Medium
ACC0026507,1,147311.41999999998,2.0,2.0,Low,Low
ACC0026508,1,94838.89,2.0,4.0,Low,Medium
ACC0026509,1,38777.88,5.0,2.0,High,Low
ACC0026510,0,0.0,2.0,2.0,Low,Low
ACC0026511,0,0.0,2.0,5.0,Low,Medium
ACC0026512,0,0.0,3.0,7.0,Medium,High
ACC0026513,0,0.0,1.0,5.0,Low,Medium
ACC0026514,1,143055.44,3.0,2.0,Medium,Low
ACC0026515,0,0.0,2.0,4.0,Low,Medium
ACC0026516,0,0.0,1.0,5.0,Low,Medium
ACC0026517,1,159961.28,2.0,3.0,Low,Medium
ACC0026518,0,0.0,5.0,1.0,High,Low
ACC0026519,0,0.0,2.0,6.0,Low,High
ACC0026520,0,0.0,3.0,3.0,Medium,Medium
ACC0026521,1,144795.77,5.0,7.0,High,High
ACC0026522,0,0.0,1.0,5.0,Low,Medium
ACC0026523,1,101261.6,1.0,3.0,Low,Medium
ACC0026524,0,0.0,2.0,3.0,Low,Medium
ACC0026525,0,0.0,1.0,5.0,Low,Medium
ACC0026526,0,0.0,6.0,2.0,High,Low
ACC0026527,0,0.0,4.0,4.0,Medium,Medium
ACC0026528,0,0.0,3.0,1.0,Medium,Low
ACC0026529,0,0.0,1.0,4.0,Low,Medium
ACC0026530,0,0.0,3.0,2.0,Medium,Low
ACC0026531,0,0.0,4.0,6.0,Medium,High
ACC0026532,1,96540.07,5.0,8.0,High,High
ACC0026533,1,8752.53,2.0,2.0,Low,Low
ACC0026534,1,267691.31,5.0,4.0,High,Medium
ACC0026535,1,204771.54,4.0,6.0,Medium,High
ACC0026536,0,0.0,3.0,4.0,Medium,Medium
ACC0026537,0,0.0,3.0,6.0,Medium,High
ACC0026538,0,0.0,4.0,2.0,Medium,Low
ACC0026539,0,0.0,1.0,6.0,Low,High
ACC0026540,1,254106.33000000002,1.0,3.0,Low,Medium
ACC0026541,1,137958.54,1.0,7.0,Low,High
ACC0026542,0,0.0,4.0,5.0,Medium,Medium
ACC0026543,1,268593.49,5.0,1.0,High,Low
ACC0026544,1,144231.15,3.0,3.0,Medium,Medium
ACC0026545,0,0.0,2.0,6.0,Low,High
ACC0026546,1,326118.14,1.0,3.0,Low,Medium
ACC0026547,0,0.0,4.0,3.0,Medium,Medium
ACC0026548,1,139774.56,3.0,3.0,Medium,Medium
ACC0026549,0,0.0,7.0,5.0,High,Medium
ACC0026550,0,0.0,4.0,4.0,Medium,Medium
ACC0026551,1,216844.19,5.0,3.0,High,Medium
ACC0026552,1,245675.59000000003,4.0,4.0,Medium,Medium
ACC0026553,0,0.0,3.0,5.0,Medium,Medium
ACC0026554,1,61350.54,7.0,9.0,High,High
ACC0026555,1,69167.45,3.0,6.0,Medium,High
ACC0026556,1,61480.19,3.0,5.0,Medium,Medium
ACC0026557,1,137079.51,2.0,3.0,Low,Medium
ACC0026558,0,0.0,4.0,4.0,Medium,Medium
ACC0026559,0,0.0,5.0,2.0,High,Low
ACC0026560,0,0.0,3.0,2.0,Medium,Low
ACC0026561,0,0.0,5.0,2.0,High,Low
ACC0026562,0,0.0,2.0,4.0,Low,Medium
ACC0026563,0,0.0,1.0,5.0,Low,Medium
ACC0026564,0,0.0,1.0,3.0,Low,Medium
ACC0026565,1,49183.16,5.0,1.0,High,Low
ACC0026566,1,9324.42,1.0,2.0,Low,Low
ACC0026567,1,90124.55,3.0,5.0,Medium,Medium
ACC0026568,0,0.0,7.0,5.0,High,Medium
ACC0026569,1,26214.76,2.0,4.0,Low,Medium
ACC0026570,0,0.0,0.0,3.0,Low,Medium
ACC0026571,0,0.0,7.0,3.0,High,Medium
ACC0026572,1,169604.32,5.0,3.0,High,Medium
ACC0026573,0,0.0,3.0,5.0,Medium,Medium
ACC0026574,0,0.0,1.0,2.0,Low,Low
ACC0026575,0,0.0,2.0,2.0,Low,Low
ACC0026576,0,0.0,3.0,7.0,Medium,High
ACC0026577,1,70621.56,3.0,2.0,Medium,Low
ACC0026578,0,0.0,3.0,5.0,Medium,Medium
ACC0026579,1,132068.36,3.0,5.0,Medium,Medium
ACC0026580,1,11332.58,1.0,6.0,Low,High
ACC0026581,1,137935.89,4.0,3.0,Medium,Medium
ACC0026582,1,144609.39,1.0,3.0,Low,Medium
ACC0026583,0,0.0,5.0,3.0,High,Medium
ACC0026584,0,0.0,2.0,4.0,Low,Medium
ACC0026585,1,105089.01000000001,5.0,3.0,High,Medium
ACC0026586,0,0.0,1.0,7.0,Low,High
ACC0026587,1,121502.57,4.0,6.0,Medium,High
ACC0026588,0,0.0,2.0,2.0,Low,Low
ACC0026589,0,0.0,0.0,2.0,Low,Low
ACC0026590,0,0.0,6.0,6.0,High,High
ACC0026591,1,26975.55,2.0,5.0,Low,Medium
ACC0026592,0,0.0,1.0,1.0,Low,Low
ACC0026593,1,71483.88,3.0,6.0,Medium,High
ACC0026594,1,127585.35,7.0,6.0,High,High
ACC0026595,0,0.0,1.0,5.0,Low,Medium
ACC0026596,0,0.0,5.0,2.0,High,Low
ACC0026597,1,67381.79,4.0,3.0,Medium,Medium
ACC0026598,0,0.0,2.0,2.0,Low,Low
ACC0026599,0,0.0,3.0,7.0,Medium,High
ACC0026600,0,0.0,4.0,6.0,Medium,High
ACC0026601,0,0.0,1.0,4.0,Low,Medium
ACC0026602,1,104040.86,2.0,5.0,Low,Medium
ACC0026603,0,0.0,4.0,5.0,Medium,Medium
ACC0026604,0,0.0,3.0,6.0,Medium,High
ACC0026605,1,133562.86,7.0,5.0,High,Medium
ACC0026606,0,0.0,2.0,3.0,Low,Medium
ACC0026607,1,141022.90000000002,4.0,6.0,Medium,High
ACC0026608,0,0.0,3.0,5.0,Medium,Medium
ACC0026609,1,131758.94,2.0,2.0,Low,Low
ACC0026610,1,236816.63,3.0,4.0,Medium,Medium
ACC0026611,1,91614.93,2.0,5.0,Low,Medium
ACC0026612,0,0.0,3.0,4.0,Medium,Medium
ACC0026613,0,0.0,4.0,0.0,Medium,Low
ACC0026614,1,124070.62,0.0,2.0,Low,Low
ACC0026615,0,0.0,2.0,2.0,Low,Low
ACC0026616,0,0.0,5.0,4.0,High,Medium
ACC0026617,1,143420.98,4.0,4.0,Medium,Medium
ACC0026618,1,85415.89,5.0,3.0,High,Medium
ACC0026619,0,0.0,3.0,1.0,Medium,Low
ACC0026620,1,113877.36,0.0,4.0,Low,Medium
ACC0026621,0,0.0,0.0,1.0,Low,Low
ACC0026622,1,19640.71,0.0,6.0,Low,High
ACC0026623,0,0.0,2.0,5.0,Low,Medium
ACC0026624,0,0.0,5.0,5.0,High,Medium
ACC0026625,1,125052.81,3.0,1.0,Medium,Low
ACC0026626,0,0.0,2.0,3.0,Low,Medium
ACC0026627,0,0.0,5.0,2.0,High,Low
ACC0026628,1,48945.0,4.0,4.0,Medium,Medium
ACC0026629,0,0.0,1.0,2.0,Low,Low
ACC0026630,1,123589.20999999999,1.0,7.0,Low,High
ACC0026631,0,0.0,2.0,3.0,Low,Medium
ACC0026632,1,107112.28,4.0,4.0,Medium,Medium
ACC0026633,1,83186.1,1.0,6.0,Low,High
ACC0026634,1,47270.63,3.0,5.0,Medium,Medium
ACC0026635,1,206775.77000000002,3.0,8.0,Medium,High
ACC0026636,0,0.0,3.0,3.0,Medium,Medium
ACC0026637,1,42553.61,4.0,5.0,Medium,Medium
ACC0026638,0,0.0,4.0,4.0,Medium,Medium
ACC0026639,0,0.0,3.0,6.0,Medium,High
ACC0026640,0,0.0,6.0,7.0,High,High
ACC0026641,0,0.0,3.0,4.0,Medium,Medium
ACC0026642,0,0.0,5.0,3.0,High,Medium
ACC0026643,0,0.0,1.0,6.0,Low,High
ACC0026644,0,0.0,5.0,6.0,High,High
ACC0026645,0,0.0,2.0,1.0,Low,Low
ACC0026646,1,110820.54,5.0,4.0,High,Medium
ACC0026647,0,0.0,0.0,7.0,Low,High
ACC0026648,0,0.0,1.0,2.0,Low,Low
ACC0026649,0,0.0,1.0,2.0,Low,Low
ACC0026650,0,0.0,3.0,4.0,Medium,Medium
ACC0026651,0,0.0,3.0,5.0,Medium,Medium
ACC0026652,0,0.0,1.0,5.0,Low,Medium
ACC0026653,0,0.0,6.0,3.0,High,Medium
ACC0026654,1,101814.97,1.0,2.0,Low,Low
ACC0026655,1,104104.01,3.0,8.0,Medium,High
ACC0026656,0,0.0,2.0,4.0,Low,Medium
ACC0026657,1,65443.58,1.0,2.0,Low,Low
ACC0026658,1,107797.98,3.0,2.0,Medium,Low
ACC0026659,1,91927.48999999999,1.0,4.0,Low,Medium
ACC0026660,0,0.0,6.0,6.0,High,High
ACC0026661,1,30868.19,2.0,4.0,Low,Medium
ACC0026662,0,0.0,5.0,5.0,High,Medium
ACC0026663,0,0.0,5.0,4.0,High,Medium
ACC0026664,0,0.0,3.0,3.0,Medium,Medium
ACC0026665,1,156650.38999999998,1.0,5.0,Low,Medium
ACC0026666,0,0.0,2.0,5.0,Low,Medium
ACC0026667,0,0.0,4.0,6.0,Medium,High
ACC0026668,0,0.0,6.0,3.0,High,Medium
ACC0026669,1,81790.78,3.0,6.0,Medium,High
ACC0026670,0,0.0,5.0,8.0,High,High
ACC0026671,1,181852.61,0.0,3.0,Low,Medium
ACC0026672,0,0.0,2.0,5.0,Low,Medium
ACC0026673,0,0.0,3.0,4.0,Medium,Medium
ACC0026674,0,0.0,5.0,5.0,High,Medium
ACC0026675,0,0.0,4.0,7.0,Medium,High
ACC0026676,1,104483.31,0.0,3.0,Low,Medium
ACC0026677,0,0.0,1.0,4.0,Low,Medium
ACC0026678,0,0.0,1.0,3.0,Low,Medium
ACC0026679,0,0.0,5.0,4.0,High,Medium
ACC0026680,0,0.0,1.0,1.0,Low,Low
ACC0026681,0,0.0,5.0,8.0,High,High
ACC0026682,0,0.0,1.0,1.0,Low,Low
ACC0026683,0,0.0,2.0,6.0,Low,High
ACC0026684,0,0.0,2.0,7.0,Low,High
ACC0026685,1,72004.95,2.0,6.0,Low,High
ACC0026686,0,0.0,3.0,4.0,Medium,Medium
ACC0026687,1,229002.80000000002,8.0,5.0,High,Medium
ACC0026688,0,0.0,4.0,6.0,Medium,High
ACC0026689,0,0.0,5.0,5.0,High,Medium
ACC0026690,0,0.0,4.0,4.0,Medium,Medium
ACC0026691,1,117012.77,3.0,4.0,Medium,Medium
ACC0026692,0,0.0,4.0,5.0,Medium,Medium
ACC0026693,1,23962.83,0.0,2.0,Low,Low
ACC0026694,1,172943.85,1.0,2.0,Low,Low
ACC0026695,0,0.0,3.0,7.0,Medium,High
ACC0026696,1,40128.24,0.0,3.0,Low,Medium
ACC0026697,1,119227.69,2.0,1.0,Low,Low
ACC0026698,0,0.0,1.0,12.0,Low,High
ACC0026699,0,0.0,2.0,6.0,Low,High
ACC0026700,1,54324.68,1.0,2.0,Low,Low
ACC0026701,1,89777.01,1.0,1.0,Low,Low
ACC0026702,1,111992.5,7.0,2.0,High,Low
ACC0026703,0,0.0,2.0,5.0,Low,Medium
ACC0026704,1,24049.92,5.0,6.0,High,High
ACC0026705,0,0.0,3.0,8.0,Medium,High
ACC0026706,0,0.0,8.0,3.0,High,Medium
ACC0026707,0,0.0,2.0,4.0,Low,Medium
ACC0026708,1,62974.13,3.0,5.0,Medium,Medium
ACC0026709,0,0.0,5.0,3.0,High,Medium
ACC0026710,0,0.0,4.0,4.0,Medium,Medium
ACC0026711,1,142710.93,3.0,6.0,Medium,High
ACC0026712,0,0.0,4.0,5.0,Medium,Medium
ACC0026713,1,99210.03,0.0,5.0,Low,Medium
ACC0026714,1,274197.56,2.0,3.0,Low,Medium
ACC0026715,1,105306.21,3.0,7.0,Medium,High
ACC0026716,0,0.0,7.0,5.0,High,Medium
ACC0026717,1,145022.48,7.0,4.0,High,Medium
ACC0026718,0,0.0,3.0,3.0,Medium,Medium
ACC0026719,1,101880.3,3.0,6.0,Medium,High
ACC0026720,0,0.0,2.0,5.0,Low,Medium
ACC0026721,1,2529.63,1.0,3.0,Low,Medium
ACC0026722,1,5374.19,4.0,5.0,Medium,Medium
ACC0026723,0,0.0,4.0,2.0,Medium,Low
ACC0026724,0,0.0,7.0,3.0,High,Medium
ACC0026725,0,0.0,3.0,7.0,Medium,High
ACC0026726,1,49013.36,0.0,6.0,Low,High
ACC0026727,1,10323.67,2.0,5.0,Low,Medium
ACC0026728,1,111221.21,3.0,5.0,Medium,Medium
ACC0026729,0,0.0,6.0,5.0,High,Medium
ACC0026730,1,23594.24,3.0,3.0,Medium,Medium
ACC0026731,0,0.0,8.0,6.0,High,High
ACC0026732,0,0.0,4.0,6.0,Medium,High
ACC0026733,1,209335.78000000003,4.0,8.0,Medium,High
ACC0026734,1,147304.59,6.0,6.0,High,High
ACC0026735,1,132827.07,1.0,4.0,Low,Medium
ACC0026736,0,0.0,6.0,3.0,High,Medium
ACC0026737,0,0.0,3.0,0.0,Medium,Low
ACC0026738,0,0.0,4.0,3.0,Medium,Medium
ACC0026739,1,41522.09,2.0,3.0,Low,Medium
ACC0026740,0,0.0,3.0,2.0,Medium,Low
ACC0026741,1,155952.79,5.0,4.0,High,Medium
ACC0026742,0,0.0,1.0,4.0,Low,Medium
ACC0026743,0,0.0,3.0,4.0,Medium,Medium
ACC0026744,1,105043.54,2.0,3.0,Low,Medium
ACC0026745,1,27834.78,2.0,4.0,Low,Medium
ACC0026746,0,0.0,7.0,2.0,High,Low
ACC0026747,1,193985.78999999998,5.0,5.0,High,Medium
ACC0026748,0,0.0,2.0,5.0,Low,Medium
ACC0026749,0,0.0,1.0,10.0,Low,High
ACC0026750,0,0.0,5.0,3.0,High,Medium
ACC0026751,1,100996.44,1.0,4.0,Low,Medium
ACC0026752,1,86994.54,6.0,5.0,High,Medium
ACC0026753,1,136747.84,8.0,2.0,High,Low
ACC0026754,1,135926.02000000002,5.0,2.0,High,Low
ACC0026755,1,33152.66,2.0,7.0,Low,High
ACC0026756,1,120896.97,0.0,6.0,Low,High
ACC0026757,0,0.0,5.0,2.0,High,Low
ACC0026758,1,140628.88,7.0,8.0,High,High
ACC0026759,1,90850.92,3.0,7.0,Medium,High
ACC0026760,0,0.0,5.0,3.0,High,Medium
ACC0026761,0,0.0,4.0,6.0,Medium,High
ACC0026762,1,23098.23,3.0,3.0,Medium,Medium
ACC0026763,1,23094.35,4.0,1.0,Medium,Low
ACC0026764,1,73587.33,2.0,4.0,Low,Medium
ACC0026765,0,0.0,3.0,3.0,Medium,Medium
ACC0026766,1,34405.8,1.0,5.0,Low,Medium
ACC0026767,0,0.0,3.0,5.0,Medium,Medium
ACC0026768,0,0.0,1.0,4.0,Low,Medium
ACC0026769,0,0.0,0.0,7.0,Low,High
ACC0026770,0,0.0,7.0,1.0,High,Low
ACC0026771,1,95580.99,4.0,2.0,Medium,Low
ACC0026772,0,0.0,0.0,5.0,Low,Medium
ACC0026773,0,0.0,1.0,4.0,Low,Medium
ACC0026774,0,0.0,4.0,3.0,Medium,Medium
ACC0026775,1,115636.63,6.0,4.0,High,Medium
ACC0026776,0,0.0,2.0,4.0,Low,Medium
ACC0026777,0,0.0,7.0,6.0,High,High
ACC0026778,1,126474.93,1.0,4.0,Low,Medium
ACC0026779,1,32365.22,0.0,5.0,Low,Medium
ACC0026780,1,142781.34,6.0,5.0,High,Medium
ACC0026781,1,29749.760000000002,3.0,3.0,Medium,Medium
ACC0026782,1,126915.73,7.0,2.0,High,Low
ACC0026783,1,253110.54,6.0,8.0,High,High
ACC0026784,1,28925.59,6.0,7.0,High,High
ACC0026785,1,120660.36,3.0,3.0,Medium,Medium
ACC0026786,0,0.0,3.0,8.0,Medium,High
ACC0026787,0,0.0,3.0,2.0,Medium,Low
ACC0026788,0,0.0,6.0,6.0,High,High
ACC0026789,0,0.0,4.0,2.0,Medium,Low
ACC0026790,0,0.0,1.0,4.0,Low,Medium
ACC0026791,0,0.0,1.0,2.0,Low,Low
ACC0026792,0,0.0,3.0,2.0,Medium,Low
ACC0026793,0,0.0,3.0,5.0,Medium,Medium
ACC0026794,1,212388.76,4.0,5.0,Medium,Medium
ACC0026795,1,31697.42,5.0,9.0,High,High
ACC0026796,1,131738.72,7.0,6.0,High,High
ACC0026797,0,0.0,3.0,3.0,Medium,Medium
ACC0026798,0,0.0,4.0,5.0,Medium,Medium
ACC0026799,0,0.0,4.0,2.0,Medium,Low
ACC0026800,0,0.0,3.0,4.0,Medium,Medium
ACC0026801,0,0.0,2.0,2.0,Low,Low
ACC0026802,0,0.0,4.0,2.0,Medium,Low
ACC0026803,1,90124.75,2.0,2.0,Low,Low
ACC0026804,0,0.0,5.0,4.0,High,Medium
ACC0026805,0,0.0,2.0,6.0,Low,High
ACC0026806,0,0.0,1.0,3.0,Low,Medium
ACC0026807,0,0.0,5.0,3.0,High,Medium
ACC0026808,0,0.0,3.0,3.0,Medium,Medium
ACC0026809,1,19325.66,1.0,2.0,Low,Low
ACC0026810,0,0.0,2.0,3.0,Low,Medium
ACC0026811,0,0.0,3.0,3.0,Medium,Medium
ACC0026812,0,0.0,1.0,4.0,Low,Medium
