call_id,account_id,borrower_id,event_at,agent_id,campaign_id,direction,vendor_id,call_status,duration_sec,timezone,_source_row_number,event_at_standardized,event_date,event_month,timestamp_parse_failed,account_borrower_id,borrower_account_mismatch_flag,account_timezone,account_timezone_comparison_flag,unknown_agent_flag,unknown_campaign_flag
CALL0063748,ACC0014868,BRW0003883,2026-03-14 21:08:24,AGT0000673,CMP0000065,OUTBOUND,VND0000003,ANSWERED,520,UTC,63748,2026-03-14 21:08:24,2026-03-14,2026-03,False,BRW0003423,True,UTC,False,False,False
CALL0063749,ACC0026053,BRW0001325,2026-02-20 04:14:37,AGT0000093,CMP0000104,OUTBOUND,VND0000010,VOICEMAIL,111,Asia/Kolkata,63749,2026-02-20 04:14:37,2026-02-20,2026-02,False,BRW0011408,True,UTC,True,False,False
CALL0063750,ACC0000925,BRW0007386,2026-05-25 00:55:29,AGT0000253,CMP0000086,OUTBOUND,VND0000012,FAILED,321,Asia/Dubai,63750,2026-05-25 00:55:29,2026-05-25,2026-05,False,BRW0004587,True,Asia/Dubai,False,False,False
CALL0063751,ACC0005418,BRW0007550,2026-02-03 09:22:39,AGT0000183,CMP0000117,OUTBOUND,VND0000008,VOICEMAIL,46,Asia/Dubai,63751,2026-02-03 09:22:39,2026-02-03,2026-02,False,BRW0006332,True,Asia/Dubai,False,False,False
CALL0063752,ACC0003165,BRW0010018,2026-05-30 14:15:53,AGT0000544,CMP0000035,OUTBOUND,VND0000013,FAILED,403,UTC,63752,2026-05-30 14:15:53,2026-05-30,2026-05,False,BRW0009335,True,Asia/Kolkata,True,False,False
CALL0063753,ACC0024878,BRW0009325,2026-03-08 13:13:54,AGT0000579,CMP0000016,OUTBOUND,VND0000006,ANSWERED,623,UTC,63753,2026-03-08 13:13:54,2026-03-08,2026-03,False,BRW0002712,True,UTC,False,False,False
CALL0063754,ACC0005469,BRW0007719,2026-08-07 12:08:07,AGT0000288,CMP0000076,OUTBOUND,VND0000013,FAILED,394,Asia/Dubai,63754,2026-08-07 12:08:07,2026-08-07,2026-08,False,BRW0010505,True,Asia/Kolkata,True,False,False
CALL0063755,ACC0006477,BRW0010107,2026-06-15 20:56:49,AGT0000310,CMP0000085,OUTBOUND,VND0000012,NO_ANSWER,306,UTC,63755,2026-06-15 20:56:49,2026-06-15,2026-06,False,BRW0004426,True,Asia/Kolkata,True,False,False
CALL0063756,ACC0006006,BRW0009675,2026-02-09 13:51:25,AGT0000723,CMP0000114,OUTBOUND,VND0000010,VOICEMAIL,480,UTC,63756,2026-02-09 13:51:25,2026-02-09,2026-02,False,BRW0001388,True,UTC,False,False,False
CALL0063757,ACC0017118,BRW0000164,2026-07-03 18:18:02,AGT0000243,CMP0000112,OUTBOUND,VND0000014,VOICEMAIL,343,Asia/Kolkata,63757,2026-07-03 18:18:02,2026-07-03,2026-07,False,BRW0002820,True,Asia/Kolkata,False,False,False
CALL0063758,ACC0025171,BRW0005842,2026-02-10 21:21:37,AGT0000028,CMP0000093,INBOUND,VND0000011,NO_ANSWER,242,Asia/Kolkata,63758,2026-02-10 21:21:37,2026-02-10,2026-02,False,,False,Asia/Dubai,True,False,False
CALL0063759,ACC0007097,BRW0006534,2026-06-14 07:06:53,AGT0000561,CMP0000043,OUTBOUND,VND0000002,VOICEMAIL,560,Asia/Kolkata,63759,2026-06-14 07:06:53,2026-06-14,2026-06,False,BRW0010095,True,Asia/Kolkata,False,False,False
CALL0063760,ACC0018026,BRW0004324,2026-02-26 19:18:32,AGT0000778,CMP0000033,INBOUND,VND0000005,FAILED,709,Asia/Dubai,63760,2026-02-26 19:18:32,2026-02-26,2026-02,False,BRW0006813,True,Asia/Dubai,False,False,False
CALL0063761,ACC0021424,BRW0010331,2026-07-11 14:13:38,AGT0000760,CMP0000006,INBOUND,VND0000009,NO_ANSWER,524,Asia/Dubai,63761,2026-07-11 14:13:38,2026-07-11,2026-07,False,BRW0009292,True,UTC,True,False,False
CALL0063762,ACC0001523,BRW0006392,2026-04-27 14:17:42,AGT0000247,CMP0000026,OUTBOUND,VND0000003,NO_ANSWER,845,UTC,63762,2026-04-27 14:17:42,2026-04-27,2026-04,False,BRW0004125,True,Asia/Kolkata,True,False,False
CALL0063763,ACC0011212,BRW0001400,2026-06-06 06:24:05,AGT0000139,CMP0000058,OUTBOUND,VND0000013,NO_ANSWER,528,Asia/Kolkata,63763,2026-06-06 06:24:05,2026-06-06,2026-06,False,BRW0011430,True,UTC,True,False,False
CALL0063764,ACC0009455,BRW0011029,2026-01-18 04:41:42,AGT0000127,CMP0000033,OUTBOUND,VND0000008,FAILED,865,UTC,63764,2026-01-18 04:41:42,2026-01-18,2026-01,False,BRW0000632,True,Asia/Kolkata,True,False,False
CALL0063765,ACC0024313,BRW0000346,2026-07-16 03:30:14,AGT0000152,CMP0000028,OUTBOUND,VND0000004,NO_ANSWER,685,UTC,63765,2026-07-16 03:30:14,2026-07-16,2026-07,False,BRW0003538,True,Asia/Kolkata,True,False,False
CALL0063766,ACC0026234,BRW0007311,2026-04-15 04:28:58,AGT0000237,CMP0000006,OUTBOUND,VND0000013,VOICEMAIL,877,Asia/Kolkata,63766,2026-04-15 04:28:58,2026-04-15,2026-04,False,BRW0001906,True,UTC,True,False,False
CALL0063767,ACC0029090,BRW0000704,2026-07-14 11:17:00,,CMP0000019,OUTBOUND,VND0000011,BUSY,352,Asia/Dubai,63767,2026-07-14 11:17:00,2026-07-14,2026-07,False,BRW0010172,True,Asia/Dubai,False,False,False
CALL0063768,ACC0013221,BRW0004618,2026-06-11 09:06:06,AGT0000726,CMP0000063,OUTBOUND,VND0000014,VOICEMAIL,694,Asia/Kolkata,63768,2026-06-11 09:06:06,2026-06-11,2026-06,False,BRW0002371,True,Asia/Kolkata,False,False,False
CALL0063769,ACC0028677,BRW0001788,2026-07-07 06:19:51,AGT0000203,CMP0000063,OUTBOUND,VND0000014,VOICEMAIL,66,Asia/Dubai,63769,2026-07-07 06:19:51,2026-07-07,2026-07,False,BRW0005036,True,Asia/Kolkata,True,False,False
CALL0063770,ACC0007221,BRW0004493,2026-05-13 21:08:53,AGT0000220,CMP0000031,OUTBOUND,VND0000004,FAILED,125,UTC,63770,2026-05-13 21:08:53,2026-05-13,2026-05,False,BRW0003006,True,Asia/Kolkata,True,False,False
CALL0063771,ACC0012729,BRW0001767,2026-02-10 18:59:18,AGT0000802,CMP0000036,OUTBOUND,VND0000012,NO_ANSWER,891,UTC,63771,2026-02-10 18:59:18,2026-02-10,2026-02,False,BRW0001789,True,Asia/Dubai,True,False,False
CALL0063772,ACC0015469,BRW0011000,2026-07-06 02:27:40,AGT0000346,CMP0000110,OUTBOUND,VND0000015,ANSWERED,844,UTC,63772,2026-07-06 02:27:40,2026-07-06,2026-07,False,BRW0010895,True,UTC,False,False,False
CALL0063773,ACC0019801,BRW0005519,2026-06-05 18:14:42,AGT0000277,CMP0000021,OUTBOUND,VND0000004,ANSWERED,183,Asia/Kolkata,63773,2026-06-05 18:14:42,2026-06-05,2026-06,False,BRW0002413,True,Asia/Dubai,True,False,False
CALL0063774,ACC0028959,BRW0001757,2026-05-27 02:08:42,AGT0000661,CMP0000009,OUTBOUND,VND0000004,ANSWERED,83,Asia/Dubai,63774,2026-05-27 02:08:42,2026-05-27,2026-05,False,BRW0011062,True,UTC,True,False,False
CALL0063775,ACC0009223,BRW0000807,2026-05-02 06:39:16,,CMP0000086,OUTBOUND,VND0000013,NO_ANSWER,588,Asia/Dubai,63775,2026-05-02 06:39:16,2026-05-02,2026-05,False,BRW0003214,True,Asia/Dubai,False,False,False
CALL0063776,ACC0018148,BRW0006004,2026-02-27 11:50:44,AGT0000433,CMP0000007,OUTBOUND,VND0000015,VOICEMAIL,434,Asia/Dubai,63776,2026-02-27 11:50:44,2026-02-27,2026-02,False,BRW0002334,True,UTC,True,False,False
CALL0063777,ACC0027662,BRW0010741,2026-05-03 00:53:49,AGT0000046,CMP0000075,OUTBOUND,VND0000013,NO_ANSWER,499,UTC,63777,2026-05-03 00:53:49,2026-05-03,2026-05,False,BRW0001274,True,UTC,False,False,False
CALL0063778,ACC0007291,BRW0011860,2026-03-03 22:55:40,AGT0000248,CMP0000079,OUTBOUND,VND0000014,BUSY,21,UTC,63778,2026-03-03 22:55:40,2026-03-03,2026-03,False,BRW0003774,True,Asia/Kolkata,True,False,False
CALL0063779,ACC0001364,BRW0003067,2026-06-25 00:30:27,AGT0000722,CMP0000037,OUTBOUND,VND0000013,FAILED,160,UTC,63779,2026-06-25 00:30:27,2026-06-25,2026-06,False,BRW0006212,True,Asia/Dubai,True,False,False
CALL0063780,ACC0008896,BRW0003888,2026-02-22 02:46:56,AGT0000841,CMP0000033,OUTBOUND,VND0000011,ANSWERED,641,Asia/Kolkata,63780,2026-02-22 02:46:56,2026-02-22,2026-02,False,BRW0011437,True,UTC,True,False,False
CALL0063781,ACC0029282,BRW0010300,2026-08-01 03:35:39,AGT0000754,CMP0000005,INBOUND,VND0000004,ANSWERED,274,Asia/Dubai,63781,2026-08-01 03:35:39,2026-08-01,2026-08,False,BRW0000989,True,UTC,True,False,False
CALL0063782,ACC0021212,BRW0000991,2026-03-23 18:14:13,AGT0000380,CMP0000018,OUTBOUND,VND0000013,FAILED,513,UTC,63782,2026-03-23 18:14:13,2026-03-23,2026-03,False,BRW0011224,True,Asia/Kolkata,True,False,False
CALL0063783,ACC0024390,BRW0000237,2026-05-27 03:47:14,AGT0000612,CMP0000082,OUTBOUND,VND0000013,VOICEMAIL,416,UTC,63783,2026-05-27 03:47:14,2026-05-27,2026-05,False,BRW0001430,True,Asia/Kolkata,True,False,False
CALL0063784,ACC0000172,BRW0010661,2026-02-14 05:47:31,AGT0000018,CMP0000040,OUTBOUND,VND0000011,FAILED,444,Asia/Kolkata,63784,2026-02-14 05:47:31,2026-02-14,2026-02,False,BRW0004685,True,UTC,True,False,False
CALL0063785,ACC0029871,BRW0010219,2026-01-23 22:13:55,AGT0000740,CMP0000114,OUTBOUND,VND0000012,ANSWERED,840,UTC,63785,2026-01-23 22:13:55,2026-01-23,2026-01,False,BRW0003958,True,UTC,False,False,False
CALL0063786,ACC0023331,BRW0003975,2026-05-11 13:16:54,AGT0000678,CMP0000040,OUTBOUND,VND0000015,FAILED,333,Asia/Kolkata,63786,2026-05-11 13:16:54,2026-05-11,2026-05,False,BRW0007169,True,Asia/Kolkata,False,False,False
CALL0063787,ACC0019546,BRW0001585,2026-07-09 18:23:56,AGT0000534,CMP0000077,OUTBOUND,VND0000011,NO_ANSWER,879,Asia/Dubai,63787,2026-07-09 18:23:56,2026-07-09,2026-07,False,BRW0009385,True,Asia/Dubai,False,False,False
CALL0063788,ACC0012123,BRW0010434,2026-04-11 22:20:55,AGT0000025,CMP0000106,OUTBOUND,VND0000002,FAILED,86,Asia/Dubai,63788,2026-04-11 22:20:55,2026-04-11,2026-04,False,BRW0003010,True,Asia/Dubai,False,False,False
CALL0063789,ACC0016919,BRW0010365,2026-05-15 22:28:09,AGT0000478,CMP0000083,OUTBOUND,VND0000007,VOICEMAIL,282,UTC,63789,2026-05-15 22:28:09,2026-05-15,2026-05,False,BRW0006916,True,Asia/Kolkata,True,False,False
CALL0063790,ACC0025235,BRW0008596,2026-04-28 17:13:51,AGT0000900,CMP0000055,INBOUND,VND0000014,FAILED,192,UTC,63790,2026-04-28 17:13:51,2026-04-28,2026-04,False,BRW0008484,True,Asia/Dubai,True,False,False
CALL0063791,ACC0027580,BRW0000914,2026-03-28 12:40:22,AGT0000932,CMP0000089,OUTBOUND,VND0000007,ANSWERED,584,Asia/Kolkata,63791,2026-03-28 12:40:22,2026-03-28,2026-03,False,BRW0010825,True,Asia/Dubai,True,False,False
CALL0063792,ACC0016203,BRW0008548,2026-04-14 22:38:43,AGT0000929,CMP0000113,OUTBOUND,VND0000011,NO_ANSWER,261,UTC,63792,2026-04-14 22:38:43,2026-04-14,2026-04,False,BRW0007181,True,Asia/Dubai,True,False,False
CALL0063793,ACC0028704,BRW0000993,2026-04-18 10:34:41,AGT0000424,CMP0000051,OUTBOUND,VND0000002,BUSY,75,UTC,63793,2026-04-18 10:34:41,2026-04-18,2026-04,False,BRW0003354,True,UTC,False,False,False
CALL0063794,ACC0000542,BRW0006493,2026-06-24 09:02:27,AGT0000823,CMP0000038,OUTBOUND,VND0000003,ANSWERED,473,Asia/Kolkata,63794,2026-06-24 09:02:27,2026-06-24,2026-06,False,BRW0001935,True,Asia/Dubai,True,False,False
CALL0063795,ACC0010095,BRW0010828,2026-04-22 04:47:36,AGT0000655,CMP0000014,OUTBOUND,VND0000011,NO_ANSWER,406,Asia/Kolkata,63795,2026-04-22 04:47:36,2026-04-22,2026-04,False,BRW0006249,True,UTC,True,False,False
CALL0063796,ACC0019460,BRW0005105,2026-07-29 23:50:39,AGT0000627,CMP0000063,OUTBOUND,VND0000005,BUSY,28,UTC,63796,2026-07-29 23:50:39,2026-07-29,2026-07,False,BRW0004501,True,Asia/Dubai,True,False,False
CALL0063797,ACC0015908,BRW0008389,2026-06-13 19:30:54,AGT0000410,CMP0000020,OUTBOUND,VND0000011,ANSWERED,871,UTC,63797,2026-06-13 19:30:54,2026-06-13,2026-06,False,BRW0008161,True,UTC,False,False,False
CALL0063798,ACC0012268,BRW0009299,2026-07-24 01:06:54,AGT0000210,CMP0000093,OUTBOUND,VND0000008,FAILED,458,Asia/Kolkata,63798,2026-07-24 01:06:54,2026-07-24,2026-07,False,BRW0007713,True,Asia/Dubai,True,False,False
CALL0063799,ACC0002477,BRW0005784,2026-03-10 18:14:57,AGT0000849,CMP0000062,OUTBOUND,VND0000015,FAILED,377,Asia/Kolkata,63799,2026-03-10 18:14:57,2026-03-10,2026-03,False,BRW0009353,True,Asia/Dubai,True,False,False
CALL0063800,ACC0029642,BRW0001794,2026-05-26 08:25:14,AGT0000112,CMP0000062,OUTBOUND,VND0000009,VOICEMAIL,97,UTC,63800,2026-05-26 08:25:14,2026-05-26,2026-05,False,BRW0003850,True,Asia/Dubai,True,False,False
CALL0063801,ACC0028133,BRW0005865,2026-07-26 22:27:53,AGT0000912,CMP0000106,OUTBOUND,VND0000003,ANSWERED,726,Asia/Kolkata,63801,2026-07-26 22:27:53,2026-07-26,2026-07,False,BRW0008406,True,Asia/Kolkata,False,False,False
CALL0063802,ACC0020660,BRW0009156,2026-03-10 13:37:35,AGT0000722,CMP0000112,OUTBOUND,VND0000011,ANSWERED,802,UTC,63802,2026-03-10 13:37:35,2026-03-10,2026-03,False,BRW0004860,True,Asia/Kolkata,True,False,False
CALL0063803,ACC0021642,BRW0003586,2026-05-24 03:59:38,AGT0000273,CMP0000025,OUTBOUND,VND0000015,ANSWERED,163,Asia/Dubai,63803,2026-05-24 03:59:38,2026-05-24,2026-05,False,BRW0006947,True,Asia/Dubai,False,False,False
CALL0063804,ACC0012102,BRW0007878,2026-05-24 18:36:27,AGT0000985,CMP0000022,OUTBOUND,VND0000005,FAILED,287,Asia/Dubai,63804,2026-05-24 18:36:27,2026-05-24,2026-05,False,BRW0009835,True,Asia/Dubai,False,False,False
CALL0063805,ACC0022012,BRW0011814,2026-01-05 13:26:28,AGT0000691,CMP0000106,OUTBOUND,VND0000008,VOICEMAIL,257,Asia/Dubai,63805,2026-01-05 13:26:28,2026-01-05,2026-01,False,BRW0011061,True,Asia/Dubai,False,False,False
CALL0063806,ACC0005636,BRW0002008,2026-04-15 12:18:00,AGT0000651,CMP0000050,OUTBOUND,VND0000011,VOICEMAIL,739,UTC,63806,2026-04-15 12:18:00,2026-04-15,2026-04,False,BRW0001282,True,Asia/Kolkata,True,False,False
CALL0063807,ACC0000390,BRW0000909,2026-06-12 07:45:43,,CMP0000031,OUTBOUND,VND0000001,VOICEMAIL,20,UTC,63807,2026-06-12 07:45:43,2026-06-12,2026-06,False,BRW0009896,True,UTC,False,False,False
CALL0063808,ACC0013691,BRW0000189,2026-07-12 03:25:47,AGT0000602,CMP0000003,OUTBOUND,VND0000011,FAILED,824,Asia/Kolkata,63808,2026-07-12 03:25:47,2026-07-12,2026-07,False,BRW0010599,True,UTC,True,False,False
CALL0063809,ACC0006597,BRW0009319,2026-08-02 17:10:51,AGT0000489,CMP0000081,OUTBOUND,VND0000002,BUSY,63,UTC,63809,2026-08-02 17:10:51,2026-08-02,2026-08,False,BRW0001850,True,Asia/Kolkata,True,False,False
CALL0063810,ACC0003206,BRW0001750,2026-04-09 15:26:59,AGT0000209,CMP0000076,OUTBOUND,VND0000003,FAILED,61,UTC,63810,2026-04-09 15:26:59,2026-04-09,2026-04,False,BRW0005374,True,Asia/Dubai,True,False,False
CALL0063811,ACC0026098,BRW0000757,2026-07-06 04:17:17,AGT0000169,CMP0000092,OUTBOUND,VND0000014,FAILED,563,Asia/Kolkata,63811,2026-07-06 04:17:17,2026-07-06,2026-07,False,BRW0003827,True,UTC,True,False,False
CALL0063812,ACC0008184,BRW0002339,2026-06-23 21:30:33,AGT0000881,CMP0000002,OUTBOUND,VND0000002,VOICEMAIL,586,UTC,63812,2026-06-23 21:30:33,2026-06-23,2026-06,False,BRW0008350,True,Asia/Dubai,True,False,False
CALL0063813,ACC0013087,BRW0006234,2026-03-20 18:45:32,AGT0000972,CMP0000022,OUTBOUND,VND0000007,BUSY,495,UTC,63813,2026-03-20 18:45:32,2026-03-20,2026-03,False,BRW0005752,True,Asia/Dubai,True,False,False
CALL0063814,ACC0002340,BRW0000601,2026-02-24 02:26:22,AGT0000385,CMP0000077,OUTBOUND,VND0000007,ANSWERED,646,Asia/Dubai,63814,2026-02-24 02:26:22,2026-02-24,2026-02,False,BRW0008789,True,UTC,True,False,False
CALL0063815,ACC0024564,BRW0010360,2026-03-21 11:37:47,AGT0000229,CMP0000029,OUTBOUND,VND0000012,BUSY,817,UTC,63815,2026-03-21 11:37:47,2026-03-21,2026-03,False,BRW0000754,True,Asia/Dubai,True,False,False
CALL0063816,ACC0005245,BRW0008895,2026-06-15 05:11:38,AGT0000396,CMP0000027,OUTBOUND,VND0000005,VOICEMAIL,693,Asia/Dubai,63816,2026-06-15 05:11:38,2026-06-15,2026-06,False,BRW0011679,True,Asia/Dubai,False,False,False
CALL0063817,ACC0015697,BRW0002491,2026-08-02 22:03:22,AGT0000598,CMP0000016,OUTBOUND,VND0000013,BUSY,148,Asia/Kolkata,63817,2026-08-02 22:03:22,2026-08-02,2026-08,False,BRW0001110,True,Asia/Kolkata,False,False,False
CALL0063818,ACC0020143,BRW0004664,2026-03-06 08:06:41,AGT0000687,CMP0000028,OUTBOUND,VND0000011,ANSWERED,80,UTC,63818,2026-03-06 08:06:41,2026-03-06,2026-03,False,BRW0005241,True,UTC,False,False,False
CALL0063819,ACC0026792,BRW0007058,2026-06-21 07:50:37,AGT0000337,CMP0000110,OUTBOUND,VND0000011,ANSWERED,132,UTC,63819,2026-06-21 07:50:37,2026-06-21,2026-06,False,BRW0010358,True,Asia/Dubai,True,False,False
CALL0063820,ACC0009123,BRW0001525,2026-01-06 20:39:49,AGT0000906,CMP0000049,OUTBOUND,VND0000011,NO_ANSWER,641,Asia/Dubai,63820,2026-01-06 20:39:49,2026-01-06,2026-01,False,BRW0001475,True,UTC,True,False,False
CALL0063821,ACC0020288,BRW0000886,2026-03-24 12:26:59,AGT0000690,CMP0000027,INBOUND,VND0000014,NO_ANSWER,284,Asia/Kolkata,63821,2026-03-24 12:26:59,2026-03-24,2026-03,False,BRW0007943,True,UTC,True,False,False
CALL0063822,ACC0017678,BRW0009434,2026-05-05 13:57:06,AGT0000519,CMP0000018,OUTBOUND,VND0000006,NO_ANSWER,833,UTC,63822,2026-05-05 13:57:06,2026-05-05,2026-05,False,BRW0002396,True,Asia/Kolkata,True,False,False
CALL0063823,ACC0009312,BRW0002107,2026-07-08 16:46:46,AGT0000341,CMP0000014,OUTBOUND,VND0000014,BUSY,613,Asia/Kolkata,63823,2026-07-08 16:46:46,2026-07-08,2026-07,False,BRW0011293,True,Asia/Dubai,True,False,False
CALL0063824,ACC0020453,BRW0002734,2026-02-08 00:42:53,AGT0000120,CMP0000119,OUTBOUND,VND0000009,ANSWERED,449,Asia/Kolkata,63824,2026-02-08 00:42:53,2026-02-08,2026-02,False,BRW0001623,True,Asia/Kolkata,False,False,False
CALL0063825,ACC0003663,BRW0007075,2026-02-25 02:35:28,AGT0000846,CMP0000054,OUTBOUND,VND0000014,NO_ANSWER,233,UTC,63825,2026-02-25 02:35:28,2026-02-25,2026-02,False,BRW0003523,True,Asia/Dubai,True,False,False
CALL0063826,ACC0025753,BRW0008035,2026-02-11 19:47:54,AGT0000279,CMP0000030,OUTBOUND,VND0000006,NO_ANSWER,595,Asia/Dubai,63826,2026-02-11 19:47:54,2026-02-11,2026-02,False,BRW0009379,True,Asia/Kolkata,True,False,False
CALL0063827,ACC0005490,BRW0009006,2026-02-26 16:26:52,AGT0000248,CMP0000115,OUTBOUND,VND0000013,FAILED,585,UTC,63827,2026-02-26 16:26:52,2026-02-26,2026-02,False,BRW0001036,True,Asia/Dubai,True,False,False
CALL0063828,ACC0012698,BRW0005988,2026-03-19 16:10:10,AGT0000485,CMP0000018,OUTBOUND,VND0000009,FAILED,771,Asia/Dubai,63828,2026-03-19 16:10:10,2026-03-19,2026-03,False,BRW0003254,True,UTC,True,False,False
CALL0063829,ACC0013063,BRW0003890,2026-01-10 15:05:26,AGT0000584,CMP0000081,OUTBOUND,VND0000001,FAILED,248,Asia/Dubai,63829,2026-01-10 15:05:26,2026-01-10,2026-01,False,BRW0006122,True,Asia/Dubai,False,False,False
CALL0063830,ACC0002234,BRW0004982,2026-03-29 22:04:04,AGT0000963,CMP0000030,OUTBOUND,VND0000014,FAILED,836,Asia/Kolkata,63830,2026-03-29 22:04:04,2026-03-29,2026-03,False,BRW0003246,True,UTC,True,False,False
CALL0063831,ACC0004899,BRW0001682,2026-06-25 14:53:02,AGT0000110,CMP0000049,OUTBOUND,VND0000003,ANSWERED,622,Asia/Dubai,63831,2026-06-25 14:53:02,2026-06-25,2026-06,False,BRW0007713,True,Asia/Kolkata,True,False,False
CALL0063832,ACC0001995,BRW0010094,2026-05-13 12:06:31,AGT0000450,CMP0000070,INBOUND,VND0000011,VOICEMAIL,539,Asia/Kolkata,63832,2026-05-13 12:06:31,2026-05-13,2026-05,False,BRW0001649,True,Asia/Dubai,True,False,False
CALL0063833,ACC0015052,BRW0006652,2026-01-22 05:30:46,AGT0000573,CMP0000017,OUTBOUND,VND0000008,BUSY,684,Asia/Kolkata,63833,2026-01-22 05:30:46,2026-01-22,2026-01,False,BRW0000994,True,Asia/Kolkata,False,False,False
CALL0063834,ACC0019501,BRW0004030,2026-07-25 10:57:58,AGT0000430,CMP0000004,OUTBOUND,VND0000015,BUSY,451,Asia/Dubai,63834,2026-07-25 10:57:58,2026-07-25,2026-07,False,BRW0003781,True,UTC,True,False,False
CALL0063835,ACC0001630,BRW0010302,2026-01-11 17:20:29,AGT0000942,CMP0000021,OUTBOUND,VND0000014,VOICEMAIL,894,Asia/Kolkata,63835,2026-01-11 17:20:29,2026-01-11,2026-01,False,BRW0007609,True,UTC,True,False,False
CALL0063836,ACC0000243,BRW0001013,2026-04-29 14:58:21,AGT0000269,CMP0000103,OUTBOUND,VND0000008,VOICEMAIL,146,Asia/Kolkata,63836,2026-04-29 14:58:21,2026-04-29,2026-04,False,BRW0005208,True,Asia/Kolkata,False,False,False
CALL0063837,ACC0023671,BRW0010838,2026-06-30 14:17:27,AGT0000875,CMP0000074,OUTBOUND,VND0000009,NO_ANSWER,160,Asia/Dubai,63837,2026-06-30 14:17:27,2026-06-30,2026-06,False,BRW0001047,True,Asia/Kolkata,True,False,False
CALL0063838,ACC0027159,BRW0008591,2026-06-29 00:44:58,AGT0000132,CMP0000070,OUTBOUND,VND0000008,FAILED,870,UTC,63838,2026-06-29 00:44:58,2026-06-29,2026-06,False,BRW0009049,True,Asia/Kolkata,True,False,False
CALL0063839,ACC0020713,BRW0002130,2026-01-27 15:46:56,AGT0000937,CMP0000040,OUTBOUND,VND0000006,FAILED,68,UTC,63839,2026-01-27 15:46:56,2026-01-27,2026-01,False,BRW0005205,True,Asia/Kolkata,True,False,False
CALL0063840,ACC0014157,BRW0001605,2026-04-13 00:16:42,AGT0000988,CMP0000120,OUTBOUND,VND0000012,NO_ANSWER,628,UTC,63840,2026-04-13 00:16:42,2026-04-13,2026-04,False,BRW0011936,True,UTC,False,False,False
CALL0063841,ACC0029816,BRW0007925,2026-05-11 08:27:48,AGT0000236,CMP0000039,OUTBOUND,VND0000012,ANSWERED,489,Asia/Kolkata,63841,2026-05-11 08:27:48,2026-05-11,2026-05,False,BRW0006148,True,Asia/Kolkata,False,False,False
CALL0063842,ACC0005459,BRW0010119,2026-04-09 13:14:01,AGT0000407,CMP0000110,OUTBOUND,VND0000009,FAILED,132,Asia/Dubai,63842,2026-04-09 13:14:01,2026-04-09,2026-04,False,BRW0004879,True,UTC,True,False,False
CALL0063843,ACC0023912,BRW0005754,2026-05-04 12:23:55,,CMP0000034,INBOUND,VND0000015,BUSY,153,Asia/Kolkata,63843,2026-05-04 12:23:55,2026-05-04,2026-05,False,BRW0004752,True,Asia/Kolkata,False,False,False
CALL0063844,ACC0003313,BRW0005153,2026-02-12 17:10:01,AGT0000063,CMP0000030,OUTBOUND,VND0000006,NO_ANSWER,587,Asia/Kolkata,63844,2026-02-12 17:10:01,2026-02-12,2026-02,False,BRW0005880,True,Asia/Dubai,True,False,False
CALL0063845,ACC0000753,BRW0011490,2026-04-11 20:59:35,AGT0000711,CMP0000100,OUTBOUND,VND0000013,BUSY,654,UTC,63845,2026-04-11 20:59:35,2026-04-11,2026-04,False,BRW0002772,True,Asia/Dubai,True,False,False
CALL0063846,ACC0002403,BRW0010640,2026-02-19 10:04:40,AGT0000525,CMP0000090,OUTBOUND,VND0000010,VOICEMAIL,169,Asia/Dubai,63846,2026-02-19 10:04:40,2026-02-19,2026-02,False,BRW0009636,True,Asia/Dubai,False,False,False
CALL0063847,ACC0028478,BRW0008133,2026-06-15 22:54:59,AGT0000131,CMP0000084,OUTBOUND,VND0000001,ANSWERED,826,Asia/Kolkata,63847,2026-06-15 22:54:59,2026-06-15,2026-06,False,BRW0009570,True,Asia/Kolkata,False,False,False
CALL0063848,ACC0002372,BRW0005398,2026-04-06 16:38:54,AGT0000671,CMP0000038,OUTBOUND,VND0000003,FAILED,461,Asia/Dubai,63848,2026-04-06 16:38:54,2026-04-06,2026-04,False,BRW0007484,True,UTC,True,False,False
CALL0063849,ACC0007726,BRW0006797,2026-06-13 23:03:36,AGT0000012,CMP0000043,OUTBOUND,VND0000009,ANSWERED,898,Asia/Dubai,63849,2026-06-13 23:03:36,2026-06-13,2026-06,False,BRW0011427,True,UTC,True,False,False
CALL0063850,ACC0018314,BRW0009486,2026-01-23 18:44:16,AGT0000795,CMP0000045,OUTBOUND,VND0000006,NO_ANSWER,827,Asia/Dubai,63850,2026-01-23 18:44:16,2026-01-23,2026-01,False,BRW0001796,True,UTC,True,False,False
CALL0063851,ACC0020849,BRW0009720,2026-06-20 18:18:27,AGT0000334,CMP0000018,OUTBOUND,VND0000014,ANSWERED,576,UTC,63851,2026-06-20 18:18:27,2026-06-20,2026-06,False,BRW0001260,True,Asia/Kolkata,True,False,False
CALL0063852,ACC0027582,BRW0001677,2026-07-14 15:18:41,AGT0000354,CMP0000037,OUTBOUND,VND0000010,ANSWERED,828,UTC,63852,2026-07-14 15:18:41,2026-07-14,2026-07,False,BRW0005297,True,UTC,False,False,False
CALL0063853,ACC0017965,BRW0000887,2026-04-07 09:44:19,AGT0000716,CMP0000043,OUTBOUND,VND0000001,ANSWERED,239,Asia/Kolkata,63853,2026-04-07 09:44:19,2026-04-07,2026-04,False,BRW0000589,True,Asia/Dubai,True,False,False
