attempt_id,account_id,borrower_id,event_at,call_id,agent_id,attempt_no,vendor_id,attempt_status,_source_row_number,event_at_standardized,event_date,event_month,timestamp_parse_failed
ATTEMPT0103206,ACC0013654,BRW0010604,2026-02-12 07:22:51,CALL0051049,AGT0000203,6,VND0000012,FAILED,103206,2026-02-12 07:22:51,2026-02-12,2026-02,False
ATTEMPT0103207,ACC0004187,BRW0011961,2026-04-23 06:58:45,CALL0080638,AGT0000311,7,VND0000010,CONNECTED,103207,2026-04-23 06:58:45,2026-04-23,2026-04,False
ATTEMPT0103208,ACC0000033,BRW0011940,2026-01-18 02:48:40,CALL0066399,AGT0000074,7,VND0000005,CONNECTED,103208,2026-01-18 02:48:40,2026-01-18,2026-01,False
ATTEMPT0103209,ACC0000332,BRW0003474,2026-05-28 01:23:24,CALL0000646,AGT0000048,1,VND0000011,FAILED,103209,2026-05-28 01:23:24,2026-05-28,2026-05,False
ATTEMPT0103210,ACC0000736,BRW0007275,2026-03-11 06:26:33,CALL0078558,AGT0000132,1,VND0000007,CONNECTED,103210,2026-03-11 06:26:33,2026-03-11,2026-03,False
ATTEMPT0103211,ACC0005290,BRW0006979,2026-03-01 21:06:55,CALL0052981,AGT0000319,1,VND0000013,BUSY,103211,2026-03-01 21:06:55,2026-03-01,2026-03,False
ATTEMPT0103212,ACC0013316,BRW0005717,2026-04-18 16:17:58,CALL0020271,AGT0000377,5,VND0000013,NO_ANSWER,103212,2026-04-18 16:17:58,2026-04-18,2026-04,False
ATTEMPT0103213,ACC0010789,BRW0002965,2026-07-04 07:55:00,CALL0056082,AGT0000336,2,VND0000010,RINGING,103213,2026-07-04 07:55:00,2026-07-04,2026-07,False
ATTEMPT0103214,ACC0014594,BRW0001077,2026-03-05 03:17:47,CALL0083188,AGT0000336,7,VND0000011,RINGING,103214,2026-03-05 03:17:47,2026-03-05,2026-03,False
ATTEMPT0103215,ACC0005417,BRW0010797,2026-07-17 21:15:24,CALL0089352,AGT0000515,1,VND0000003,CONNECTED,103215,2026-07-17 21:15:24,2026-07-17,2026-07,False
ATTEMPT0103216,ACC0005152,BRW0008299,2026-07-18 07:00:34,CALL0023204,AGT0000741,1,VND0000003,RINGING,103216,2026-07-18 07:00:34,2026-07-18,2026-07,False
ATTEMPT0103217,ACC0025641,BRW0009449,2026-04-24 20:08:50,CALL0079221,AGT0000568,5,VND0000007,NO_ANSWER,103217,2026-04-24 20:08:50,2026-04-24,2026-04,False
ATTEMPT0103218,ACC0000428,BRW0000227,2026-04-17 14:40:17,CALL0057570,AGT0000388,2,VND0000005,RINGING,103218,2026-04-17 14:40:17,2026-04-17,2026-04,False
ATTEMPT0103219,ACC0028599,BRW0000410,2026-07-29 01:01:24,CALL0041752,AGT0000741,4,VND0000002,NO_ANSWER,103219,2026-07-29 01:01:24,2026-07-29,2026-07,False
ATTEMPT0103220,ACC0025402,BRW0002082,2026-02-07 17:04:15,CALL0014239,AGT0000764,5,VND0000008,BUSY,103220,2026-02-07 17:04:15,2026-02-07,2026-02,False
ATTEMPT0103221,ACC0015572,BRW0009581,2026-02-22 21:37:39,CALL0081745,AGT0000762,7,VND0000003,CONNECTED,103221,2026-02-22 21:37:39,2026-02-22,2026-02,False
ATTEMPT0103222,ACC0007362,BRW0002931,2026-05-01 08:46:30,CALL0039806,AGT0000588,2,VND0000015,NO_ANSWER,103222,2026-05-01 08:46:30,2026-05-01,2026-05,False
ATTEMPT0103223,ACC0002767,BRW0002308,2026-04-21 02:39:57,CALL0019833,AGT0000045,1,VND0000006,FAILED,103223,2026-04-21 02:39:57,2026-04-21,2026-04,False
ATTEMPT0103224,ACC0009246,BRW0001023,2026-02-19 09:41:47,CALL0015760,AGT0000932,6,VND0000011,RINGING,103224,2026-02-19 09:41:47,2026-02-19,2026-02,False
ATTEMPT0103225,ACC0024711,BRW0009616,2026-02-19 20:54:29,CALL0022831,AGT0000564,7,VND0000005,RINGING,103225,2026-02-19 20:54:29,2026-02-19,2026-02,False
ATTEMPT0103226,ACC0013813,BRW0004955,2026-02-23 09:38:53,CALL0036086,AGT0000767,6,VND0000006,FAILED,103226,2026-02-23 09:38:53,2026-02-23,2026-02,False
ATTEMPT0103227,ACC0012404,BRW0007874,2026-05-24 04:44:34,CALL0077510,AGT0000516,6,VND0000015,FAILED,103227,2026-05-24 04:44:34,2026-05-24,2026-05,False
ATTEMPT0103228,ACC0017953,BRW0009112,2026-04-17 04:12:47,CALL0007678,AGT0000864,2,VND0000007,CONNECTED,103228,2026-04-17 04:12:47,2026-04-17,2026-04,False
ATTEMPT0103229,ACC0012360,BRW0006169,2026-04-08 09:17:32,CALL0056951,AGT0000845,6,VND0000002,NO_ANSWER,103229,2026-04-08 09:17:32,2026-04-08,2026-04,False
ATTEMPT0103230,ACC0003770,BRW0002128,2026-04-13 13:36:16,CALL0011669,AGT0000848,7,VND0000002,RINGING,103230,2026-04-13 13:36:16,2026-04-13,2026-04,False
ATTEMPT0103231,ACC0020210,BRW0010475,2026-05-05 14:59:06,CALL0052299,AGT0000128,5,VND0000005,FAILED,103231,2026-05-05 14:59:06,2026-05-05,2026-05,False
ATTEMPT0103232,ACC0003787,BRW0000965,2026-02-05 06:25:27,CALL0000013,AGT0000941,7,VND0000001,BUSY,103232,2026-02-05 06:25:27,2026-02-05,2026-02,False
ATTEMPT0103233,ACC0015592,BRW0009513,2026-01-30 18:40:32,CALL0059310,AGT0000430,3,VND0000009,FAILED,103233,2026-01-30 18:40:32,2026-01-30,2026-01,False
ATTEMPT0103234,ACC0029345,BRW0006519,2026-01-08 13:58:08,CALL0004332,AGT0000033,3,VND0000015,RINGING,103234,2026-01-08 13:58:08,2026-01-08,2026-01,False
ATTEMPT0103235,ACC0010047,BRW0004166,2026-04-27 04:21:09,CALL0085777,AGT0000213,2,VND0000012,CONNECTED,103235,2026-04-27 04:21:09,2026-04-27,2026-04,False
ATTEMPT0103236,ACC0023608,BRW0001156,2026-05-21 05:27:45,CALL0079305,AGT0000517,7,VND0000004,CONNECTED,103236,2026-05-21 05:27:45,2026-05-21,2026-05,False
ATTEMPT0103237,ACC0003152,BRW0006408,2026-02-16 15:51:02,CALL0085740,AGT0000557,2,VND0000002,NO_ANSWER,103237,2026-02-16 15:51:02,2026-02-16,2026-02,False
ATTEMPT0103238,ACC0002237,BRW0001485,2026-04-14 19:56:28,CALL0011711,AGT0000713,1,VND0000015,RINGING,103238,2026-04-14 19:56:28,2026-04-14,2026-04,False
ATTEMPT0103239,ACC0003566,BRW0001011,2026-01-03 15:11:50,CALL0034864,AGT0000771,3,VND0000011,NO_ANSWER,103239,2026-01-03 15:11:50,2026-01-03,2026-01,False
ATTEMPT0103240,ACC0026500,BRW0000010,2026-03-11 00:05:25,CALL0079474,AGT0000594,5,VND0000014,RINGING,103240,2026-03-11 00:05:25,2026-03-11,2026-03,False
ATTEMPT0103241,ACC0013223,BRW0007623,2026-05-30 16:28:50,CALL0078642,AGT0000434,7,VND0000006,RINGING,103241,2026-05-30 16:28:50,2026-05-30,2026-05,False
ATTEMPT0103242,ACC0000572,BRW0001792,2026-01-01 19:58:39,CALL0020988,AGT0000494,4,VND0000007,BUSY,103242,2026-01-01 19:58:39,2026-01-01,2026-01,False
ATTEMPT0103243,ACC0005793,BRW0003851,2026-01-10 20:00:03,CALL0002761,AGT0000493,5,VND0000006,BUSY,103243,2026-01-10 20:00:03,2026-01-10,2026-01,False
ATTEMPT0103244,ACC0012975,BRW0003378,2026-05-28 19:51:31,CALL0003400,AGT0000085,7,VND0000010,BUSY,103244,2026-05-28 19:51:31,2026-05-28,2026-05,False
ATTEMPT0103245,ACC0013177,BRW0010879,2026-07-01 04:49:01,CALL0064683,AGT0000400,3,VND0000004,CONNECTED,103245,2026-07-01 04:49:01,2026-07-01,2026-07,False
ATTEMPT0103246,ACC0012882,BRW0000352,2026-06-16 08:37:16,CALL0054386,AGT0000709,5,VND0000002,RINGING,103246,2026-06-16 08:37:16,2026-06-16,2026-06,False
ATTEMPT0103247,ACC0012650,BRW0009161,2026-05-19 22:30:01,CALL0059153,AGT0000241,1,VND0000006,BUSY,103247,2026-05-19 22:30:01,2026-05-19,2026-05,False
ATTEMPT0103248,ACC0004296,BRW0002163,2026-02-27 04:52:59,CALL0043648,AGT0000092,5,VND0000008,CONNECTED,103248,2026-02-27 04:52:59,2026-02-27,2026-02,False
ATTEMPT0103249,ACC0020390,BRW0007632,2026-04-02 03:25:14,CALL0044251,AGT0000464,1,VND0000010,CONNECTED,103249,2026-04-02 03:25:14,2026-04-02,2026-04,False
ATTEMPT0103250,ACC0012824,BRW0010616,2026-05-20 14:11:53,CALL0005633,AGT0000687,2,VND0000005,RINGING,103250,2026-05-20 14:11:53,2026-05-20,2026-05,False
ATTEMPT0103251,ACC0026615,BRW0001583,2026-06-15 14:06:47,CALL0041305,AGT0000312,2,VND0000006,CONNECTED,103251,2026-06-15 14:06:47,2026-06-15,2026-06,False
ATTEMPT0103252,ACC0018062,BRW0004929,2026-03-08 12:12:03,CALL0072495,AGT0000384,6,VND0000003,CONNECTED,103252,2026-03-08 12:12:03,2026-03-08,2026-03,False
ATTEMPT0103253,ACC0025739,BRW0004243,2026-01-23 16:12:33,CALL0015787,AGT0000773,6,VND0000001,NO_ANSWER,103253,2026-01-23 16:12:33,2026-01-23,2026-01,False
ATTEMPT0103254,ACC0024769,BRW0003744,2026-03-02 10:22:31,CALL0039724,AGT0000135,1,,FAILED,103254,2026-03-02 10:22:31,2026-03-02,2026-03,False
ATTEMPT0103255,ACC0006378,BRW0003412,2026-05-25 10:48:48,CALL0039363,AGT0000424,4,,CONNECTED,103255,2026-05-25 10:48:48,2026-05-25,2026-05,False
ATTEMPT0103256,ACC0004282,BRW0003129,2026-04-08 16:22:11,CALL0049419,AGT0000742,3,VND0000011,CONNECTED,103256,2026-04-08 16:22:11,2026-04-08,2026-04,False
ATTEMPT0103257,ACC0000434,BRW0001394,2026-05-02 07:49:09,CALL0068317,AGT0000814,5,VND0000013,FAILED,103257,2026-05-02 07:49:09,2026-05-02,2026-05,False
ATTEMPT0103258,ACC0009094,BRW0009033,2026-03-01 01:49:06,CALL0078748,AGT0000236,7,VND0000003,FAILED,103258,2026-03-01 01:49:06,2026-03-01,2026-03,False
ATTEMPT0103259,ACC0025815,BRW0006297,2026-01-29 15:58:25,CALL0048944,AGT0000198,5,VND0000005,CONNECTED,103259,2026-01-29 15:58:25,2026-01-29,2026-01,False
ATTEMPT0103260,ACC0016911,BRW0001552,2026-06-12 16:18:58,CALL0034093,AGT0000928,1,VND0000013,BUSY,103260,2026-06-12 16:18:58,2026-06-12,2026-06,False
ATTEMPT0103261,ACC0007097,BRW0008455,2026-01-20 02:39:58,CALL0040697,AGT0000070,7,VND0000013,BUSY,103261,2026-01-20 02:39:58,2026-01-20,2026-01,False
ATTEMPT0103262,ACC0009517,BRW0005018,2026-05-29 15:57:57,CALL0067698,AGT0000691,3,VND0000010,CONNECTED,103262,2026-05-29 15:57:57,2026-05-29,2026-05,False
ATTEMPT0103263,ACC0023714,BRW0001476,2026-05-29 12:44:23,CALL0061573,AGT0000661,2,VND0000001,RINGING,103263,2026-05-29 12:44:23,2026-05-29,2026-05,False
ATTEMPT0103264,ACC0003637,BRW0003378,2026-01-05 15:14:37,CALL0013856,AGT0000373,6,VND0000003,RINGING,103264,2026-01-05 15:14:37,2026-01-05,2026-01,False
ATTEMPT0103265,ACC0020056,BRW0002130,2026-01-14 18:59:37,CALL0009201,AGT0000420,3,VND0000007,FAILED,103265,2026-01-14 18:59:37,2026-01-14,2026-01,False
ATTEMPT0103266,ACC0016072,BRW0003212,2026-01-11 10:18:39,CALL0019051,AGT0000369,5,VND0000008,CONNECTED,103266,2026-01-11 10:18:39,2026-01-11,2026-01,False
ATTEMPT0103267,ACC0028107,BRW0003834,2026-05-03 15:56:54,CALL0056248,AGT0000015,3,VND0000006,NO_ANSWER,103267,2026-05-03 15:56:54,2026-05-03,2026-05,False
ATTEMPT0103268,ACC0021532,BRW0011933,2026-05-11 18:39:09,CALL0037879,AGT0000374,3,VND0000014,RINGING,103268,2026-05-11 18:39:09,2026-05-11,2026-05,False
ATTEMPT0103269,ACC0016824,BRW0007429,2026-01-04 22:22:21,CALL0029197,AGT0000431,7,VND0000011,NO_ANSWER,103269,2026-01-04 22:22:21,2026-01-04,2026-01,False
ATTEMPT0103270,ACC0000524,BRW0001719,2026-04-29 04:26:39,CALL0087098,AGT0000691,1,VND0000006,FAILED,103270,2026-04-29 04:26:39,2026-04-29,2026-04,False
ATTEMPT0103271,ACC0027261,BRW0000327,2026-04-16 18:22:46,CALL0065288,AGT0000504,1,VND0000002,FAILED,103271,2026-04-16 18:22:46,2026-04-16,2026-04,False
ATTEMPT0103272,ACC0016110,BRW0000997,2026-05-12 02:28:29,CALL0062879,AGT0000368,3,VND0000007,CONNECTED,103272,2026-05-12 02:28:29,2026-05-12,2026-05,False
ATTEMPT0103273,ACC0028507,BRW0002180,2026-06-05 22:14:21,CALL0035861,AGT0000882,6,VND0000011,FAILED,103273,2026-06-05 22:14:21,2026-06-05,2026-06,False
ATTEMPT0103274,ACC0013335,BRW0001959,2026-01-30 12:02:05,CALL0016522,AGT0000263,1,VND0000006,CONNECTED,103274,2026-01-30 12:02:05,2026-01-30,2026-01,False
ATTEMPT0103275,ACC0001274,BRW0003807,2026-03-20 15:33:09,CALL0022930,AGT0000234,6,VND0000012,CONNECTED,103275,2026-03-20 15:33:09,2026-03-20,2026-03,False
ATTEMPT0103276,ACC0000963,BRW0002876,2026-06-04 12:16:15,CALL0010930,AGT0000251,1,VND0000007,CONNECTED,103276,2026-06-04 12:16:15,2026-06-04,2026-06,False
ATTEMPT0103277,ACC0010582,BRW0011216,2026-04-16 22:51:47,CALL0045014,AGT0000309,7,VND0000015,CONNECTED,103277,2026-04-16 22:51:47,2026-04-16,2026-04,False
ATTEMPT0103278,ACC0009500,BRW0008006,2026-02-24 04:24:44,CALL0001364,AGT0000636,4,VND0000006,BUSY,103278,2026-02-24 04:24:44,2026-02-24,2026-02,False
ATTEMPT0103279,ACC0024141,BRW0002907,2026-07-08 12:08:16,CALL0042424,AGT0000727,2,VND0000002,BUSY,103279,2026-07-08 12:08:16,2026-07-08,2026-07,False
ATTEMPT0103280,ACC0020432,BRW0011057,2026-02-28 06:59:33,CALL0079806,AGT0000034,5,VND0000012,NO_ANSWER,103280,2026-02-28 06:59:33,2026-02-28,2026-02,False
ATTEMPT0103281,ACC0027121,BRW0009304,2026-08-03 10:51:22,CALL0050952,AGT0000113,2,VND0000001,FAILED,103281,2026-08-03 10:51:22,2026-08-03,2026-08,False
ATTEMPT0103282,ACC0015708,BRW0005051,2026-07-07 17:35:32,CALL0046106,AGT0000402,3,VND0000012,RINGING,103282,2026-07-07 17:35:32,2026-07-07,2026-07,False
ATTEMPT0103283,ACC0022868,BRW0001062,2026-06-05 09:39:20,CALL0029588,AGT0000599,7,VND0000015,CONNECTED,103283,2026-06-05 09:39:20,2026-06-05,2026-06,False
ATTEMPT0103284,ACC0023076,BRW0009734,2026-02-25 18:50:43,CALL0008971,AGT0000666,6,VND0000011,FAILED,103284,2026-02-25 18:50:43,2026-02-25,2026-02,False
ATTEMPT0103285,ACC0003706,BRW0004201,2026-08-04 23:20:30,CALL0071520,AGT0000667,1,VND0000011,RINGING,103285,2026-08-04 23:20:30,2026-08-04,2026-08,False
ATTEMPT0103286,ACC0000772,BRW0005432,2026-03-11 14:03:55,CALL0068501,AGT0000980,2,VND0000014,RINGING,103286,2026-03-11 14:03:55,2026-03-11,2026-03,False
ATTEMPT0103287,ACC0002806,BRW0011246,2026-03-04 12:50:48,CALL0075192,AGT0000968,2,VND0000007,RINGING,103287,2026-03-04 12:50:48,2026-03-04,2026-03,False
ATTEMPT0103288,ACC0011283,BRW0005352,2026-05-10 20:32:29,CALL0017473,AGT0000053,6,VND0000009,BUSY,103288,2026-05-10 20:32:29,2026-05-10,2026-05,False
ATTEMPT0103289,ACC0014612,BRW0006939,2026-06-13 23:00:26,CALL0079869,AGT0000280,4,VND0000008,RINGING,103289,2026-06-13 23:00:26,2026-06-13,2026-06,False
ATTEMPT0103290,ACC0014706,BRW0000033,2026-06-15 23:04:16,CALL0026265,AGT0000667,2,VND0000010,RINGING,103290,2026-06-15 23:04:16,2026-06-15,2026-06,False
ATTEMPT0103291,ACC0023777,BRW0008207,2026-01-24 01:46:04,CALL0004068,AGT0000219,1,VND0000009,RINGING,103291,2026-01-24 01:46:04,2026-01-24,2026-01,False
ATTEMPT0103292,ACC0009811,BRW0001222,2026-05-12 02:49:44,CALL0048639,AGT0000106,5,VND0000012,CONNECTED,103292,2026-05-12 02:49:44,2026-05-12,2026-05,False
ATTEMPT0103293,ACC0001987,BRW0001902,2026-02-05 23:45:30,CALL0007562,AGT0000498,2,VND0000002,NO_ANSWER,103293,2026-02-05 23:45:30,2026-02-05,2026-02,False
ATTEMPT0103294,ACC0020628,BRW0007602,2026-07-15 04:13:02,CALL0008132,AGT0000605,5,VND0000007,CONNECTED,103294,2026-07-15 04:13:02,2026-07-15,2026-07,False
ATTEMPT0103295,ACC0023863,BRW0011910,2026-03-12 06:14:19,CALL0064018,AGT0000580,1,VND0000009,CONNECTED,103295,2026-03-12 06:14:19,2026-03-12,2026-03,False
ATTEMPT0103296,ACC0020167,BRW0007087,2026-05-26 10:50:45,CALL0062498,AGT0000098,2,VND0000007,NO_ANSWER,103296,2026-05-26 10:50:45,2026-05-26,2026-05,False
ATTEMPT0103297,ACC0001496,BRW0007746,2026-02-18 01:04:37,CALL0086060,AGT0000076,4,VND0000015,RINGING,103297,2026-02-18 01:04:37,2026-02-18,2026-02,False
ATTEMPT0103298,ACC0028002,BRW0006213,2026-02-22 03:47:32,CALL0060384,AGT0000478,3,VND0000009,FAILED,103298,2026-02-22 03:47:32,2026-02-22,2026-02,False
ATTEMPT0103299,ACC0018048,BRW0004699,2026-04-22 15:56:01,CALL0056555,AGT0000552,1,VND0000003,BUSY,103299,2026-04-22 15:56:01,2026-04-22,2026-04,False
ATTEMPT0103300,ACC0020659,BRW0005528,2026-02-16 00:17:05,CALL0064859,AGT0000984,4,,RINGING,103300,2026-02-16 00:17:05,2026-02-16,2026-02,False
ATTEMPT0103301,ACC0008009,BRW0002297,2026-08-04 03:37:11,CALL0072074,AGT0000078,2,VND0000003,FAILED,103301,2026-08-04 03:37:11,2026-08-04,2026-08,False
ATTEMPT0103302,ACC0016934,BRW0008570,2026-02-03 13:12:06,CALL0057182,AGT0000232,2,VND0000011,BUSY,103302,2026-02-03 13:12:06,2026-02-03,2026-02,False
ATTEMPT0103303,ACC0005132,BRW0011789,2026-08-07 10:29:56,CALL0061488,AGT0000417,4,VND0000012,NO_ANSWER,103303,2026-08-07 10:29:56,2026-08-07,2026-08,False
ATTEMPT0103304,ACC0010064,BRW0001969,2026-02-20 01:43:26,CALL0065201,AGT0000041,7,VND0000011,CONNECTED,103304,2026-02-20 01:43:26,2026-02-20,2026-02,False
ATTEMPT0103305,ACC0008375,BRW0010376,2026-01-25 07:21:39,CALL0086574,AGT0000474,1,VND0000011,NO_ANSWER,103305,2026-01-25 07:21:39,2026-01-25,2026-01,False
ATTEMPT0103306,ACC0017283,BRW0008536,2026-03-24 03:23:56,CALL0015487,AGT0000701,7,VND0000007,FAILED,103306,2026-03-24 03:23:56,2026-03-24,2026-03,False
ATTEMPT0103307,ACC0026829,BRW0006903,2026-02-19 20:59:53,CALL0076929,AGT0000762,6,VND0000005,FAILED,103307,2026-02-19 20:59:53,2026-02-19,2026-02,False
ATTEMPT0103308,ACC0013834,BRW0002797,2026-01-12 06:12:57,CALL0077677,AGT0000169,2,VND0000006,CONNECTED,103308,2026-01-12 06:12:57,2026-01-12,2026-01,False
ATTEMPT0103309,ACC0001102,BRW0005367,2026-07-22 04:11:05,CALL0010446,AGT0000235,6,VND0000001,CONNECTED,103309,2026-07-22 04:11:05,2026-07-22,2026-07,False
ATTEMPT0103310,ACC0002439,BRW0009684,2026-02-20 12:49:29,CALL0011528,AGT0000847,1,VND0000015,FAILED,103310,2026-02-20 12:49:29,2026-02-20,2026-02,False
ATTEMPT0103311,ACC0020186,BRW0003666,2026-06-07 04:05:03,CALL0081925,AGT0000850,2,VND0000014,BUSY,103311,2026-06-07 04:05:03,2026-06-07,2026-06,False
ATTEMPT0103312,ACC0026698,BRW0000382,2026-04-23 01:58:33,CALL0004226,AGT0000108,2,VND0000012,FAILED,103312,2026-04-23 01:58:33,2026-04-23,2026-04,False
ATTEMPT0103313,ACC0004400,BRW0008517,2026-02-25 17:14:40,CALL0033465,AGT0000088,6,VND0000014,FAILED,103313,2026-02-25 17:14:40,2026-02-25,2026-02,False
ATTEMPT0103314,ACC0002503,BRW0008186,2026-06-09 01:53:36,CALL0085245,AGT0000574,2,VND0000003,RINGING,103314,2026-06-09 01:53:36,2026-06-09,2026-06,False
ATTEMPT0103315,ACC0014985,BRW0007704,2026-01-08 10:20:13,CALL0064882,AGT0000216,7,VND0000009,CONNECTED,103315,2026-01-08 10:20:13,2026-01-08,2026-01,False
ATTEMPT0103316,ACC0017176,BRW0010132,2026-03-31 14:40:08,CALL0020842,AGT0000330,6,VND0000009,BUSY,103316,2026-03-31 14:40:08,2026-03-31,2026-03,False
ATTEMPT0103317,ACC0020723,BRW0010853,2026-07-24 13:10:16,CALL0085874,AGT0000475,6,VND0000011,FAILED,103317,2026-07-24 13:10:16,2026-07-24,2026-07,False
ATTEMPT0103318,ACC0026756,BRW0000501,2026-02-27 11:58:17,CALL0066848,AGT0000792,5,VND0000014,NO_ANSWER,103318,2026-02-27 11:58:17,2026-02-27,2026-02,False
ATTEMPT0103319,ACC0020536,BRW0011643,2026-07-17 16:28:00,CALL0079204,AGT0000461,1,VND0000010,CONNECTED,103319,2026-07-17 16:28:00,2026-07-17,2026-07,False
ATTEMPT0103320,ACC0010692,BRW0003920,2026-04-01 10:03:13,CALL0037035,AGT0000449,2,VND0000008,RINGING,103320,2026-04-01 10:03:13,2026-04-01,2026-04,False
ATTEMPT0103321,ACC0029897,BRW0011310,2026-04-08 07:48:09,CALL0058269,AGT0000531,1,VND0000012,RINGING,103321,2026-04-08 07:48:09,2026-04-08,2026-04,False
ATTEMPT0103322,ACC0016421,BRW0011897,2026-04-10 17:27:11,CALL0083163,AGT0000315,4,VND0000015,CONNECTED,103322,2026-04-10 17:27:11,2026-04-10,2026-04,False
ATTEMPT0103323,ACC0025612,BRW0005864,2026-02-23 10:10:57,CALL0052061,AGT0000855,3,VND0000004,NO_ANSWER,103323,2026-02-23 10:10:57,2026-02-23,2026-02,False
ATTEMPT0103324,ACC0004384,BRW0010643,2026-04-01 04:06:08,CALL0069560,AGT0000889,1,VND0000009,FAILED,103324,2026-04-01 04:06:08,2026-04-01,2026-04,False
ATTEMPT0103325,ACC0001404,BRW0000203,2026-02-02 18:14:45,CALL0025984,AGT0000420,4,VND0000001,FAILED,103325,2026-02-02 18:14:45,2026-02-02,2026-02,False
ATTEMPT0103326,ACC0013067,BRW0008961,2026-04-25 02:38:03,CALL0059209,AGT0000164,7,VND0000014,FAILED,103326,2026-04-25 02:38:03,2026-04-25,2026-04,False
ATTEMPT0103327,ACC0026109,BRW0003376,2026-03-14 07:31:16,CALL0045480,AGT0000505,4,VND0000015,BUSY,103327,2026-03-14 07:31:16,2026-03-14,2026-03,False
ATTEMPT0103328,ACC0014103,BRW0004403,2026-05-12 19:26:39,CALL0027473,AGT0000231,3,VND0000008,RINGING,103328,2026-05-12 19:26:39,2026-05-12,2026-05,False
ATTEMPT0103329,ACC0016382,BRW0007425,2026-02-03 02:23:22,CALL0012337,AGT0000157,2,VND0000011,RINGING,103329,2026-02-03 02:23:22,2026-02-03,2026-02,False
ATTEMPT0103330,ACC0006666,BRW0008034,2026-03-31 02:39:51,CALL0021551,AGT0000827,1,VND0000006,RINGING,103330,2026-03-31 02:39:51,2026-03-31,2026-03,False
ATTEMPT0103331,ACC0014956,BRW0001298,2026-02-09 00:26:33,CALL0064813,AGT0000082,5,VND0000013,FAILED,103331,2026-02-09 00:26:33,2026-02-09,2026-02,False
ATTEMPT0103332,ACC0023392,BRW0001177,2026-08-05 06:45:01,CALL0085754,AGT0000140,1,VND0000012,FAILED,103332,2026-08-05 06:45:01,2026-08-05,2026-08,False
ATTEMPT0103333,ACC0022896,BRW0009611,2026-06-07 22:50:12,CALL0042578,AGT0000295,7,VND0000013,FAILED,103333,2026-06-07 22:50:12,2026-06-07,2026-06,False
ATTEMPT0103334,ACC0012878,BRW0011222,2026-01-26 05:16:30,CALL0072023,AGT0000789,6,VND0000014,NO_ANSWER,103334,2026-01-26 05:16:30,2026-01-26,2026-01,False
ATTEMPT0103335,ACC0026699,BRW0009507,2026-03-22 01:32:54,CALL0041432,AGT0000802,7,VND0000009,FAILED,103335,2026-03-22 01:32:54,2026-03-22,2026-03,False
ATTEMPT0103336,ACC0024503,BRW0007796,2026-04-05 04:06:20,CALL0072986,AGT0000519,7,VND0000010,RINGING,103336,2026-04-05 04:06:20,2026-04-05,2026-04,False
ATTEMPT0103337,ACC0029309,BRW0004553,2026-04-22 10:54:45,CALL0029272,AGT0000327,2,VND0000012,BUSY,103337,2026-04-22 10:54:45,2026-04-22,2026-04,False
ATTEMPT0103338,ACC0023193,BRW0009588,2026-08-01 23:32:57,CALL0056129,AGT0000766,7,VND0000001,FAILED,103338,2026-08-01 23:32:57,2026-08-01,2026-08,False
ATTEMPT0103339,ACC0006174,BRW0000533,2026-02-06 10:53:21,CALL0084768,AGT0000388,4,VND0000015,FAILED,103339,2026-02-06 10:53:21,2026-02-06,2026-02,False
ATTEMPT0103340,ACC0005339,BRW0003589,2026-05-18 20:28:14,CALL0035091,AGT0000193,7,VND0000012,NO_ANSWER,103340,2026-05-18 20:28:14,2026-05-18,2026-05,False
ATTEMPT0103341,ACC0016890,BRW0006921,2026-02-22 21:20:57,CALL0089722,AGT0000751,2,VND0000004,BUSY,103341,2026-02-22 21:20:57,2026-02-22,2026-02,False
ATTEMPT0103342,ACC0011414,BRW0010542,2026-05-13 16:23:49,CALL0040239,AGT0000796,6,VND0000007,FAILED,103342,2026-05-13 16:23:49,2026-05-13,2026-05,False
ATTEMPT0103343,ACC0020837,BRW0009475,2026-02-24 08:57:54,CALL0046623,AGT0000838,7,VND0000015,CONNECTED,103343,2026-02-24 08:57:54,2026-02-24,2026-02,False
ATTEMPT0103344,ACC0006525,BRW0004745,2026-02-22 09:19:21,CALL0042715,AGT0000508,3,VND0000002,CONNECTED,103344,2026-02-22 09:19:21,2026-02-22,2026-02,False
ATTEMPT0103345,ACC0010764,BRW0000643,2026-01-16 00:28:30,CALL0085095,AGT0000021,4,VND0000009,RINGING,103345,2026-01-16 00:28:30,2026-01-16,2026-01,False
ATTEMPT0103346,ACC0000698,BRW0005156,2026-02-08 19:11:24,CALL0077068,AGT0000974,4,VND0000008,RINGING,103346,2026-02-08 19:11:24,2026-02-08,2026-02,False
ATTEMPT0103347,ACC0021936,BRW0006539,2026-05-08 15:01:05,CALL0050184,AGT0000261,3,VND0000007,CONNECTED,103347,2026-05-08 15:01:05,2026-05-08,2026-05,False
ATTEMPT0103348,ACC0001176,BRW0002991,2026-04-29 12:12:48,CALL0051954,AGT0000416,3,VND0000008,FAILED,103348,2026-04-29 12:12:48,2026-04-29,2026-04,False
ATTEMPT0103349,ACC0015364,BRW0000439,2026-02-25 14:45:55,CALL0031144,AGT0000074,3,VND0000002,FAILED,103349,2026-02-25 14:45:55,2026-02-25,2026-02,False
ATTEMPT0103350,ACC0014146,BRW0011589,2026-01-08 14:38:02,CALL0041854,AGT0000806,5,VND0000002,NO_ANSWER,103350,2026-01-08 14:38:02,2026-01-08,2026-01,False
