session_id,agent_id,login_at,channel,device_id,timezone,logout_at,_source_row_number,login_at_standardized,logout_at_standardized,session_duration_minutes,invalid_session_time
SES0013311,AGT0000214,2026-07-02 08:26:20,WHATSAPP,DEV00875,Asia/Kolkata,2026-07-02 17:47:37,13311,2026-07-02 08:26:20,2026-07-02 17:47:37,561.2833333333333,False
SES0013312,AGT0000857,2026-06-22 17:26:46,SMS,DEV00279,UTC,2026-06-22 19:07:12,13312,2026-06-22 17:26:46,2026-06-22 19:07:12,100.43333333333334,False
SES0013313,AGT0000048,2026-02-13 21:11:18,SMS,DEV00287,UTC,2026-02-14 06:57:52,13313,2026-02-13 21:11:18,2026-02-14 06:57:52,586.5666666666667,False
SES0013314,AGT0000719,2026-03-25 20:14:00,SMS,DEV00415,Asia/Kolkata,2026-03-25 20:44:11,13314,2026-03-25 20:14:00,2026-03-25 20:44:11,30.183333333333334,False
SES0013315,AGT0000550,2026-06-04 14:00:53,SMS,DEV00851,UTC,2026-06-04 21:00:19,13315,2026-06-04 14:00:53,2026-06-04 21:00:19,419.43333333333334,False
SES0013316,AGT0000502,2026-02-25 02:14:32,FIELD,DEV00172,UTC,2026-02-25 11:04:49,13316,2026-02-25 02:14:32,2026-02-25 11:04:49,530.2833333333333,False
SES0013317,AGT0000894,2026-07-12 18:47:40,WHATSAPP,DEV01189,UTC,2026-07-13 02:18:20,13317,2026-07-12 18:47:40,2026-07-13 02:18:20,450.6666666666667,False
SES0013318,AGT0000242,2026-03-24 20:54:44,SMS,DEV00317,Asia/Kolkata,2026-03-24 23:44:13,13318,2026-03-24 20:54:44,2026-03-24 23:44:13,169.48333333333332,False
SES0013319,AGT0000667,2026-07-20 00:51:00,SMS,DEV01284,UTC,2026-07-20 04:47:55,13319,2026-07-20 00:51:00,2026-07-20 04:47:55,236.91666666666666,False
SES0013320,AGT0000518,2026-07-16 22:01:31,VOICE,DEV01490,Asia/Kolkata,2026-07-17 04:22:09,13320,2026-07-16 22:01:31,2026-07-17 04:22:09,380.6333333333333,False
SES0013321,AGT0000246,2026-04-25 05:27:01,VOICE,DEV00451,Asia/Kolkata,2026-04-25 13:35:38,13321,2026-04-25 05:27:01,2026-04-25 13:35:38,488.6166666666667,False
SES0013322,AGT0000699,2026-05-08 18:28:12,VOICE,DEV00995,UTC,2026-05-09 00:16:06,13322,2026-05-08 18:28:12,2026-05-09 00:16:06,347.9,False
SES0013323,AGT0000593,2026-01-20 18:46:40,VOICE,DEV00524,Asia/Kolkata,2026-01-20 23:55:12,13323,2026-01-20 18:46:40,2026-01-20 23:55:12,308.53333333333336,False
SES0013324,AGT0000613,2026-02-25 11:54:37,FIELD,DEV00177,UTC,2026-02-25 13:00:36,13324,2026-02-25 11:54:37,2026-02-25 13:00:36,65.98333333333333,False
SES0013325,AGT0000920,2026-06-11 08:14:08,VOICE,DEV00420,Asia/Kolkata,2026-06-11 09:18:03,13325,2026-06-11 08:14:08,2026-06-11 09:18:03,63.916666666666664,False
SES0013326,AGT0000126,2026-05-19 23:11:35,SMS,DEV00769,Asia/Kolkata,2026-05-20 06:28:30,13326,2026-05-19 23:11:35,2026-05-20 06:28:30,436.9166666666667,False
SES0013327,AGT0000074,2026-05-21 16:21:48,VOICE,DEV01180,UTC,2026-05-22 00:37:32,13327,2026-05-21 16:21:48,2026-05-22 00:37:32,495.73333333333335,False
SES0013328,AGT0000233,2026-03-22 04:00:05,VOICE,DEV00183,Asia/Kolkata,2026-03-22 07:47:30,13328,2026-03-22 04:00:05,2026-03-22 07:47:30,227.41666666666666,False
SES0013329,AGT0000650,2026-04-24 14:24:50,FIELD,DEV00146,UTC,2026-04-24 22:29:47,13329,2026-04-24 14:24:50,2026-04-24 22:29:47,484.95,False
SES0013330,AGT0000734,2026-07-12 14:18:27,SMS,DEV00839,Asia/Kolkata,2026-07-12 22:33:31,13330,2026-07-12 14:18:27,2026-07-12 22:33:31,495.06666666666666,False
SES0013331,AGT0000701,2026-02-11 12:36:29,VOICE,DEV00916,Asia/Kolkata,2026-02-11 20:22:45,13331,2026-02-11 12:36:29,2026-02-11 20:22:45,466.26666666666665,False
SES0013332,AGT0000640,2026-02-05 09:32:09,SMS,DEV00231,UTC,2026-02-05 15:36:54,13332,2026-02-05 09:32:09,2026-02-05 15:36:54,364.75,False
SES0013333,AGT0000863,2026-07-27 09:16:41,VOICE,DEV00662,UTC,2026-07-27 17:37:42,13333,2026-07-27 09:16:41,2026-07-27 17:37:42,501.01666666666665,False
SES0013334,AGT0000206,2026-05-08 14:05:01,VOICE,DEV00881,UTC,2026-05-08 18:55:41,13334,2026-05-08 14:05:01,2026-05-08 18:55:41,290.6666666666667,False
SES0013335,AGT0000643,2026-07-20 01:21:39,WHATSAPP,DEV00122,UTC,2026-07-20 07:45:45,13335,2026-07-20 01:21:39,2026-07-20 07:45:45,384.1,False
SES0013336,AGT0000175,2026-07-21 15:23:26,WHATSAPP,DEV01268,UTC,2026-07-21 20:46:12,13336,2026-07-21 15:23:26,2026-07-21 20:46:12,322.76666666666665,False
SES0013337,AGT0000915,2026-01-27 11:37:10,SMS,DEV00695,Asia/Kolkata,2026-01-27 13:21:19,13337,2026-01-27 11:37:10,2026-01-27 13:21:19,104.15,False
SES0013338,AGT0000376,2026-05-29 21:58:41,FIELD,DEV00751,UTC,2026-05-30 01:32:06,13338,2026-05-29 21:58:41,2026-05-30 01:32:06,213.41666666666666,False
SES0013339,AGT0000264,2026-05-26 01:51:08,SMS,DEV00908,UTC,2026-05-26 09:56:39,13339,2026-05-26 01:51:08,2026-05-26 09:56:39,485.51666666666665,False
SES0013340,AGT0000217,2026-01-22 14:27:29,WHATSAPP,DEV00862,UTC,2026-01-22 19:36:35,13340,2026-01-22 14:27:29,2026-01-22 19:36:35,309.1,False
SES0013341,AGT0000492,2026-07-06 05:52:55,SMS,DEV01333,UTC,2026-07-06 08:08:00,13341,2026-07-06 05:52:55,2026-07-06 08:08:00,135.08333333333334,False
SES0013342,AGT0000825,2026-02-21 16:02:06,SMS,DEV00843,UTC,2026-02-21 21:54:23,13342,2026-02-21 16:02:06,2026-02-21 21:54:23,352.28333333333336,False
SES0013343,AGT0000551,2026-05-04 11:42:24,FIELD,DEV00661,Asia/Kolkata,2026-05-04 18:05:47,13343,2026-05-04 11:42:24,2026-05-04 18:05:47,383.3833333333333,False
SES0013344,AGT0000288,2026-06-06 13:46:23,SMS,DEV00916,UTC,2026-06-06 19:57:03,13344,2026-06-06 13:46:23,2026-06-06 19:57:03,370.6666666666667,False
SES0013345,AGT0000240,2026-04-04 16:54:30,WHATSAPP,DEV00296,Asia/Kolkata,2026-04-04 21:28:28,13345,2026-04-04 16:54:30,2026-04-04 21:28:28,273.96666666666664,False
SES0013346,AGT0000299,2026-02-14 06:06:10,SMS,DEV01469,UTC,2026-02-14 14:05:04,13346,2026-02-14 06:06:10,2026-02-14 14:05:04,478.9,False
SES0013347,AGT0000913,2026-01-27 13:13:54,WHATSAPP,DEV00424,UTC,2026-01-27 22:24:34,13347,2026-01-27 13:13:54,2026-01-27 22:24:34,550.6666666666666,False
SES0013348,AGT0000022,2026-01-14 10:37:24,SMS,DEV01485,UTC,2026-01-14 14:08:43,13348,2026-01-14 10:37:24,2026-01-14 14:08:43,211.31666666666666,False
SES0013349,AGT0000481,2026-06-05 16:58:36,VOICE,DEV00455,UTC,2026-06-05 20:28:56,13349,2026-06-05 16:58:36,2026-06-05 20:28:56,210.33333333333334,False
SES0013350,AGT0000643,2026-07-05 01:24:24,WHATSAPP,DEV00237,UTC,2026-07-05 02:45:17,13350,2026-07-05 01:24:24,2026-07-05 02:45:17,80.88333333333334,False
SES0013351,AGT0000867,2026-07-21 13:22:33,SMS,DEV01074,UTC,2026-07-21 20:13:13,13351,2026-07-21 13:22:33,2026-07-21 20:13:13,410.6666666666667,False
SES0013352,AGT0000346,2026-07-27 18:10:23,SMS,DEV00199,UTC,2026-07-28 01:01:12,13352,2026-07-27 18:10:23,2026-07-28 01:01:12,410.81666666666666,False
SES0013353,AGT0000714,2026-03-27 16:44:56,FIELD,DEV01305,UTC,2026-03-28 02:10:49,13353,2026-03-27 16:44:56,2026-03-28 02:10:49,565.8833333333333,False
SES0013354,AGT0000672,2026-01-18 14:43:14,SMS,DEV00101,UTC,2026-01-18 21:00:26,13354,2026-01-18 14:43:14,2026-01-18 21:00:26,377.2,False
SES0013355,AGT0000597,2026-07-12 20:58:59,WHATSAPP,DEV01203,Asia/Kolkata,2026-07-13 06:11:49,13355,2026-07-12 20:58:59,2026-07-13 06:11:49,552.8333333333334,False
SES0013356,AGT0000830,2026-01-14 21:06:59,SMS,DEV00066,UTC,2026-01-14 21:45:03,13356,2026-01-14 21:06:59,2026-01-14 21:45:03,38.06666666666667,False
SES0013357,AGT0000800,2026-03-28 16:06:33,WHATSAPP,DEV00131,Asia/Kolkata,2026-03-28 20:18:56,13357,2026-03-28 16:06:33,2026-03-28 20:18:56,252.38333333333333,False
SES0013358,AGT0000980,2026-02-09 01:45:42,SMS,DEV00975,UTC,2026-02-09 08:59:14,13358,2026-02-09 01:45:42,2026-02-09 08:59:14,433.53333333333336,False
SES0013359,AGT0000301,2026-04-13 12:40:37,SMS,DEV01432,UTC,2026-04-13 19:31:36,13359,2026-04-13 12:40:37,2026-04-13 19:31:36,410.98333333333335,False
SES0013360,AGT0000633,2026-08-02 17:17:47,WHATSAPP,DEV01114,Asia/Kolkata,2026-08-02 21:10:34,13360,2026-08-02 17:17:47,2026-08-02 21:10:34,232.78333333333333,False
SES0013361,AGT0000328,2026-04-30 10:22:59,SMS,DEV01241,Asia/Kolkata,2026-04-30 17:45:42,13361,2026-04-30 10:22:59,2026-04-30 17:45:42,442.71666666666664,False
SES0013362,AGT0000282,2026-03-30 08:34:55,SMS,DEV01362,UTC,2026-03-30 15:49:27,13362,2026-03-30 08:34:55,2026-03-30 15:49:27,434.53333333333336,False
SES0013363,AGT0000827,2026-04-25 01:36:23,SMS,DEV00948,Asia/Kolkata,2026-04-25 11:26:00,13363,2026-04-25 01:36:23,2026-04-25 11:26:00,589.6166666666667,False
SES0013364,AGT0000018,2026-06-05 10:19:12,VOICE,DEV00995,Asia/Kolkata,2026-06-05 17:17:57,13364,2026-06-05 10:19:12,2026-06-05 17:17:57,418.75,False
SES0013365,AGT0000242,2026-05-17 09:21:45,VOICE,DEV00851,Asia/Kolkata,2026-05-17 12:48:01,13365,2026-05-17 09:21:45,2026-05-17 12:48:01,206.26666666666668,False
SES0013366,AGT0000504,2026-06-18 13:14:51,FIELD,DEV00965,Asia/Kolkata,2026-06-18 21:59:49,13366,2026-06-18 13:14:51,2026-06-18 21:59:49,524.9666666666667,False
SES0013367,AGT0000365,2026-04-30 09:56:42,VOICE,DEV00814,UTC,2026-04-30 19:25:46,13367,2026-04-30 09:56:42,2026-04-30 19:25:46,569.0666666666667,False
SES0013368,AGT0000775,2026-05-06 13:11:30,SMS,DEV00778,UTC,2026-05-06 22:44:57,13368,2026-05-06 13:11:30,2026-05-06 22:44:57,573.45,False
SES0013369,AGT0000261,2026-03-07 06:51:41,WHATSAPP,DEV00519,Asia/Kolkata,2026-03-07 10:38:20,13369,2026-03-07 06:51:41,2026-03-07 10:38:20,226.65,False
SES0013370,AGT0000909,2026-03-28 05:52:38,VOICE,DEV00699,Asia/Kolkata,2026-03-28 10:34:26,13370,2026-03-28 05:52:38,2026-03-28 10:34:26,281.8,False
SES0013371,AGT0000589,2026-07-22 21:28:19,FIELD,DEV01001,Asia/Kolkata,2026-07-22 23:20:59,13371,2026-07-22 21:28:19,2026-07-22 23:20:59,112.66666666666667,False
SES0013372,AGT0000309,2026-01-17 20:35:49,SMS,DEV01299,UTC,2026-01-18 02:28:12,13372,2026-01-17 20:35:49,2026-01-18 02:28:12,352.3833333333333,False
SES0013373,AGT0000624,2026-05-12 02:01:17,FIELD,DEV00983,UTC,2026-05-12 06:42:00,13373,2026-05-12 02:01:17,2026-05-12 06:42:00,280.71666666666664,False
SES0013374,AGT0000343,2026-03-24 04:31:53,WHATSAPP,DEV01409,Asia/Kolkata,2026-03-24 09:43:05,13374,2026-03-24 04:31:53,2026-03-24 09:43:05,311.2,False
SES0013375,AGT0000874,2026-03-18 13:42:44,SMS,DEV00693,Asia/Kolkata,2026-03-18 20:50:53,13375,2026-03-18 13:42:44,2026-03-18 20:50:53,428.15,False
SES0013376,AGT0000537,2026-06-15 15:31:57,VOICE,DEV00087,Asia/Kolkata,2026-06-15 22:40:35,13376,2026-06-15 15:31:57,2026-06-15 22:40:35,428.6333333333333,False
SES0013377,AGT0000253,2026-07-30 15:47:43,SMS,DEV01278,UTC,2026-07-30 22:56:39,13377,2026-07-30 15:47:43,2026-07-30 22:56:39,428.93333333333334,False
SES0013378,AGT0000137,2026-01-15 15:22:37,WHATSAPP,DEV00013,Asia/Kolkata,2026-01-15 23:51:25,13378,2026-01-15 15:22:37,2026-01-15 23:51:25,508.8,False
SES0013379,AGT0000420,2026-02-25 15:13:30,SMS,DEV00898,UTC,2026-02-25 22:48:27,13379,2026-02-25 15:13:30,2026-02-25 22:48:27,454.95,False
SES0013380,AGT0000080,2026-04-14 00:21:58,FIELD,DEV01402,Asia/Kolkata,2026-04-14 05:48:06,13380,2026-04-14 00:21:58,2026-04-14 05:48:06,326.1333333333333,False
SES0013381,AGT0000871,2026-02-20 18:18:21,FIELD,DEV00868,Asia/Kolkata,2026-02-21 04:00:21,13381,2026-02-20 18:18:21,2026-02-21 04:00:21,582.0,False
SES0013382,AGT0000480,2026-02-16 03:08:46,WHATSAPP,DEV00692,UTC,2026-02-16 12:16:52,13382,2026-02-16 03:08:46,2026-02-16 12:16:52,548.1,False
SES0013383,AGT0000327,2026-05-12 20:21:01,FIELD,DEV00121,Asia/Kolkata,2026-05-12 23:27:38,13383,2026-05-12 20:21:01,2026-05-12 23:27:38,186.61666666666667,False
SES0013384,AGT0000890,2026-04-12 05:16:58,SMS,DEV01197,UTC,2026-04-12 07:42:36,13384,2026-04-12 05:16:58,2026-04-12 07:42:36,145.63333333333333,False
SES0013385,AGT0000672,2026-01-25 14:35:21,SMS,DEV00347,UTC,2026-01-25 18:36:51,13385,2026-01-25 14:35:21,2026-01-25 18:36:51,241.5,False
SES0013386,AGT0000889,2026-04-10 19:10:56,SMS,DEV00608,Asia/Kolkata,2026-04-10 20:05:40,13386,2026-04-10 19:10:56,2026-04-10 20:05:40,54.733333333333334,False
SES0013387,AGT0000683,2026-07-29 09:28:55,VOICE,DEV00347,Asia/Kolkata,2026-07-29 13:52:58,13387,2026-07-29 09:28:55,2026-07-29 13:52:58,264.05,False
SES0013388,AGT0000619,2026-05-29 08:30:54,SMS,DEV00190,UTC,2026-05-29 11:49:27,13388,2026-05-29 08:30:54,2026-05-29 11:49:27,198.55,False
SES0013389,AGT0000689,2026-01-01 23:17:55,VOICE,DEV00384,Asia/Kolkata,2026-01-02 04:03:12,13389,2026-01-01 23:17:55,2026-01-02 04:03:12,285.28333333333336,False
SES0013390,AGT0000884,2026-05-16 04:30:58,VOICE,DEV00025,UTC,2026-05-16 05:23:17,13390,2026-05-16 04:30:58,2026-05-16 05:23:17,52.31666666666667,False
SES0013391,AGT0000532,2026-05-21 06:16:54,WHATSAPP,DEV00160,UTC,2026-05-21 09:13:04,13391,2026-05-21 06:16:54,2026-05-21 09:13:04,176.16666666666666,False
SES0013392,AGT0000420,2026-06-01 06:29:04,VOICE,DEV00641,UTC,2026-06-01 09:48:44,13392,2026-06-01 06:29:04,2026-06-01 09:48:44,199.66666666666666,False
SES0013393,AGT0000723,2026-04-17 19:35:40,WHATSAPP,DEV00753,UTC,2026-04-17 20:18:47,13393,2026-04-17 19:35:40,2026-04-17 20:18:47,43.11666666666667,False
SES0013394,AGT0000667,2026-03-18 19:20:20,VOICE,DEV00204,Asia/Kolkata,2026-03-18 21:41:10,13394,2026-03-18 19:20:20,2026-03-18 21:41:10,140.83333333333334,False
SES0013395,AGT0000228,2026-02-03 15:58:31,WHATSAPP,DEV00685,Asia/Kolkata,2026-02-03 22:03:04,13395,2026-02-03 15:58:31,2026-02-03 22:03:04,364.55,False
SES0013396,AGT0000577,2026-07-17 02:38:06,WHATSAPP,DEV00242,UTC,2026-07-17 03:51:22,13396,2026-07-17 02:38:06,2026-07-17 03:51:22,73.26666666666667,False
SES0013397,AGT0000618,2026-03-06 06:35:03,SMS,DEV01202,Asia/Kolkata,2026-03-06 14:54:31,13397,2026-03-06 06:35:03,2026-03-06 14:54:31,499.46666666666664,False
SES0013398,AGT0000148,2026-01-17 04:08:15,FIELD,DEV00210,UTC,2026-01-17 04:45:44,13398,2026-01-17 04:08:15,2026-01-17 04:45:44,37.483333333333334,False
SES0013399,AGT0000768,2026-04-03 03:47:51,VOICE,DEV01042,UTC,2026-04-03 05:47:09,13399,2026-04-03 03:47:51,2026-04-03 05:47:09,119.3,False
SES0013400,AGT0000951,2026-04-13 13:45:53,FIELD,DEV00377,UTC,2026-04-13 17:15:31,13400,2026-04-13 13:45:53,2026-04-13 17:15:31,209.63333333333333,False
SES0013401,AGT0000721,2026-07-03 19:09:14,VOICE,DEV00680,Asia/Kolkata,2026-07-03 23:56:53,13401,2026-07-03 19:09:14,2026-07-03 23:56:53,287.65,False
SES0013402,AGT0000422,2026-05-26 07:29:38,VOICE,DEV00848,Asia/Kolkata,2026-05-26 11:21:24,13402,2026-05-26 07:29:38,2026-05-26 11:21:24,231.76666666666668,False
SES0013403,AGT0000009,2026-03-16 11:42:57,SMS,DEV00965,UTC,2026-03-16 16:29:01,13403,2026-03-16 11:42:57,2026-03-16 16:29:01,286.06666666666666,False
SES0013404,AGT0000689,2026-04-28 09:39:06,VOICE,DEV00450,UTC,2026-04-28 12:04:50,13404,2026-04-28 09:39:06,2026-04-28 12:04:50,145.73333333333332,False
SES0013405,AGT0000525,2026-04-22 04:46:40,FIELD,DEV00711,Asia/Kolkata,2026-04-22 07:57:15,13405,2026-04-22 04:46:40,2026-04-22 07:57:15,190.58333333333334,False
SES0013406,AGT0000260,2026-02-24 11:56:04,WHATSAPP,DEV01181,Asia/Kolkata,2026-02-24 13:24:31,13406,2026-02-24 11:56:04,2026-02-24 13:24:31,88.45,False
SES0013407,AGT0000646,2026-04-28 12:17:00,FIELD,DEV01254,UTC,2026-04-28 22:07:30,13407,2026-04-28 12:17:00,2026-04-28 22:07:30,590.5,False
SES0013408,AGT0000867,2026-04-04 16:05:43,FIELD,DEV00776,UTC,2026-04-05 02:04:48,13408,2026-04-04 16:05:43,2026-04-05 02:04:48,599.0833333333334,False
SES0013409,AGT0000259,2026-05-13 03:04:42,FIELD,DEV00438,Asia/Kolkata,2026-05-13 06:32:38,13409,2026-05-13 03:04:42,2026-05-13 06:32:38,207.93333333333334,False
SES0013410,AGT0000061,2026-07-03 18:16:09,FIELD,DEV00081,UTC,2026-07-04 03:12:13,13410,2026-07-03 18:16:09,2026-07-04 03:12:13,536.0666666666667,False
SES0013411,AGT0000949,2026-05-10 11:57:13,SMS,DEV01120,Asia/Kolkata,2026-05-10 16:55:10,13411,2026-05-10 11:57:13,2026-05-10 16:55:10,297.95,False
SES0013412,AGT0000205,2026-06-15 05:49:44,FIELD,DEV00163,Asia/Kolkata,2026-06-15 08:47:41,13412,2026-06-15 05:49:44,2026-06-15 08:47:41,177.95,False
SES0013413,AGT0000303,2026-02-28 00:10:34,VOICE,DEV00433,UTC,2026-02-28 01:35:53,13413,2026-02-28 00:10:34,2026-02-28 01:35:53,85.31666666666666,False
SES0013414,AGT0000055,2026-06-08 04:17:37,VOICE,DEV00006,Asia/Kolkata,2026-06-08 11:54:09,13414,2026-06-08 04:17:37,2026-06-08 11:54:09,456.53333333333336,False
SES0013415,AGT0000347,2026-01-23 10:48:21,VOICE,DEV00892,UTC,2026-01-23 13:44:47,13415,2026-01-23 10:48:21,2026-01-23 13:44:47,176.43333333333334,False
SES0013416,AGT0000482,2026-06-02 14:59:26,FIELD,DEV00164,Asia/Kolkata,2026-06-02 17:31:20,13416,2026-06-02 14:59:26,2026-06-02 17:31:20,151.9,False
SES0013417,AGT0000463,2026-03-08 08:56:59,SMS,DEV00004,UTC,2026-03-08 17:35:02,13417,2026-03-08 08:56:59,2026-03-08 17:35:02,518.05,False
SES0013418,AGT0000046,2026-03-06 13:49:51,SMS,DEV01439,Asia/Kolkata,2026-03-06 17:28:55,13418,2026-03-06 13:49:51,2026-03-06 17:28:55,219.06666666666666,False
SES0013419,AGT0000731,2026-06-23 23:26:10,VOICE,DEV00782,UTC,2026-06-24 07:24:09,13419,2026-06-23 23:26:10,2026-06-24 07:24:09,477.98333333333335,False
SES0013420,AGT0000019,2026-06-04 22:50:11,WHATSAPP,DEV00378,Asia/Kolkata,2026-06-05 06:15:48,13420,2026-06-04 22:50:11,2026-06-05 06:15:48,445.6166666666667,False
SES0013421,AGT0000369,2026-01-25 20:59:50,WHATSAPP,DEV00580,Asia/Kolkata,2026-01-26 06:49:01,13421,2026-01-25 20:59:50,2026-01-26 06:49:01,589.1833333333333,False
SES0013422,AGT0000522,2026-03-14 21:29:43,SMS,DEV00062,UTC,2026-03-15 03:04:57,13422,2026-03-14 21:29:43,2026-03-15 03:04:57,335.23333333333335,False
SES0013423,AGT0000558,2026-02-20 06:48:17,FIELD,DEV00110,Asia/Kolkata,2026-02-20 15:12:23,13423,2026-02-20 06:48:17,2026-02-20 15:12:23,504.1,False
SES0013424,AGT0000675,2026-06-22 15:57:05,VOICE,DEV00800,Asia/Kolkata,2026-06-22 18:16:17,13424,2026-06-22 15:57:05,2026-06-22 18:16:17,139.2,False
SES0013425,AGT0000860,2026-03-27 01:18:53,SMS,DEV01201,UTC,2026-03-27 01:52:57,13425,2026-03-27 01:18:53,2026-03-27 01:52:57,34.06666666666667,False
SES0013426,AGT0000853,2026-06-20 04:28:37,SMS,DEV00132,Asia/Kolkata,2026-06-20 11:58:21,13426,2026-06-20 04:28:37,2026-06-20 11:58:21,449.73333333333335,False
SES0013427,AGT0000465,2026-07-31 06:09:41,WHATSAPP,DEV01267,UTC,2026-07-31 07:41:35,13427,2026-07-31 06:09:41,2026-07-31 07:41:35,91.9,False
SES0013428,AGT0000740,2026-03-30 06:19:59,WHATSAPP,DEV01495,Asia/Kolkata,2026-03-30 14:13:34,13428,2026-03-30 06:19:59,2026-03-30 14:13:34,473.5833333333333,False
SES0013429,AGT0000425,2026-04-24 00:08:06,VOICE,DEV01356,UTC,2026-04-24 07:58:51,13429,2026-04-24 00:08:06,2026-04-24 07:58:51,470.75,False
SES0013430,AGT0000525,2026-03-25 18:41:59,WHATSAPP,DEV00744,Asia/Kolkata,2026-03-26 00:11:37,13430,2026-03-25 18:41:59,2026-03-26 00:11:37,329.6333333333333,False
SES0013431,AGT0000790,2026-07-11 19:32:25,VOICE,DEV00013,Asia/Kolkata,2026-07-12 03:14:52,13431,2026-07-11 19:32:25,2026-07-12 03:14:52,462.45,False
SES0013432,AGT0000380,2026-06-28 18:05:36,FIELD,DEV01403,Asia/Kolkata,2026-06-28 19:55:17,13432,2026-06-28 18:05:36,2026-06-28 19:55:17,109.68333333333334,False
SES0013433,AGT0000441,2026-02-15 07:40:51,VOICE,DEV00031,UTC,2026-02-15 16:47:41,13433,2026-02-15 07:40:51,2026-02-15 16:47:41,546.8333333333334,False
SES0013434,AGT0000790,2026-05-01 17:29:09,VOICE,DEV00576,Asia/Kolkata,2026-05-02 02:12:52,13434,2026-05-01 17:29:09,2026-05-02 02:12:52,523.7166666666667,False
SES0013435,AGT0000140,2026-02-10 16:42:33,FIELD,DEV01403,Asia/Kolkata,2026-02-11 00:36:15,13435,2026-02-10 16:42:33,2026-02-11 00:36:15,473.7,False
SES0013436,AGT0000184,2026-05-26 13:50:42,VOICE,DEV01426,UTC,2026-05-26 17:14:28,13436,2026-05-26 13:50:42,2026-05-26 17:14:28,203.76666666666668,False
SES0013437,AGT0000304,2026-07-26 10:13:51,SMS,DEV01402,Asia/Kolkata,2026-07-26 13:01:27,13437,2026-07-26 10:13:51,2026-07-26 13:01:27,167.6,False
SES0013438,AGT0000043,2026-03-04 17:44:28,FIELD,DEV00533,UTC,2026-03-04 18:59:57,13438,2026-03-04 17:44:28,2026-03-04 18:59:57,75.48333333333333,False
SES0013439,AGT0000224,2026-01-22 09:41:53,SMS,DEV00312,Asia/Kolkata,2026-01-22 17:33:40,13439,2026-01-22 09:41:53,2026-01-22 17:33:40,471.78333333333336,False
SES0013440,AGT0000962,2026-03-12 08:34:14,FIELD,DEV00244,UTC,2026-03-12 17:45:44,13440,2026-03-12 08:34:14,2026-03-12 17:45:44,551.5,False
SES0013441,AGT0000489,2026-07-06 13:27:46,SMS,DEV01130,UTC,2026-07-06 17:24:04,13441,2026-07-06 13:27:46,2026-07-06 17:24:04,236.3,False
SES0013442,AGT0000745,2026-02-14 06:02:43,FIELD,DEV00095,Asia/Kolkata,2026-02-14 07:58:42,13442,2026-02-14 06:02:43,2026-02-14 07:58:42,115.98333333333333,False
SES0013443,AGT0000240,2026-04-21 20:37:02,VOICE,DEV01023,Asia/Kolkata,2026-04-21 23:51:01,13443,2026-04-21 20:37:02,2026-04-21 23:51:01,193.98333333333332,False
SES0013444,AGT0000117,2026-06-11 13:21:28,FIELD,DEV00218,Asia/Kolkata,2026-06-11 19:48:06,13444,2026-06-11 13:21:28,2026-06-11 19:48:06,386.6333333333333,False
SES0013445,AGT0000988,2026-02-27 08:49:04,WHATSAPP,DEV00615,Asia/Kolkata,2026-02-27 16:47:28,13445,2026-02-27 08:49:04,2026-02-27 16:47:28,478.4,False
SES0013446,AGT0000721,2026-05-06 16:26:22,FIELD,DEV01173,UTC,2026-05-06 17:38:23,13446,2026-05-06 16:26:22,2026-05-06 17:38:23,72.01666666666667,False
SES0013447,AGT0000056,2026-02-03 00:46:55,FIELD,DEV00896,UTC,2026-02-03 10:07:09,13447,2026-02-03 00:46:55,2026-02-03 10:07:09,560.2333333333333,False
SES0013448,AGT0000118,2026-07-12 10:19:19,VOICE,DEV01118,Asia/Kolkata,2026-07-12 18:25:59,13448,2026-07-12 10:19:19,2026-07-12 18:25:59,486.6666666666667,False
SES0013449,AGT0000330,2026-01-28 22:19:55,WHATSAPP,DEV00291,Asia/Kolkata,2026-01-29 01:48:30,13449,2026-01-28 22:19:55,2026-01-29 01:48:30,208.58333333333334,False
SES0013450,AGT0000093,2026-05-03 06:41:00,SMS,DEV00821,UTC,2026-05-03 08:31:38,13450,2026-05-03 06:41:00,2026-05-03 08:31:38,110.63333333333334,False
SES0013451,AGT0000397,2026-04-12 12:14:23,FIELD,DEV01180,Asia/Kolkata,2026-04-12 19:09:16,13451,2026-04-12 12:14:23,2026-04-12 19:09:16,414.8833333333333,False
SES0013452,AGT0000578,2026-03-01 00:33:56,FIELD,DEV00045,UTC,2026-03-01 02:59:19,13452,2026-03-01 00:33:56,2026-03-01 02:59:19,145.38333333333333,False
SES0013453,AGT0000236,2026-03-04 01:04:22,SMS,DEV01418,Asia/Kolkata,2026-03-04 04:26:15,13453,2026-03-04 01:04:22,2026-03-04 04:26:15,201.88333333333333,False
SES0013454,AGT0000497,2026-06-30 06:27:32,VOICE,DEV00429,Asia/Kolkata,2026-06-30 09:19:36,13454,2026-06-30 06:27:32,2026-06-30 09:19:36,172.06666666666666,False
SES0013455,AGT0000325,2026-03-12 23:49:37,VOICE,DEV00778,UTC,2026-03-13 02:40:00,13455,2026-03-12 23:49:37,2026-03-13 02:40:00,170.38333333333333,False
SES0013456,AGT0000413,2026-06-10 07:32:41,VOICE,DEV00556,Asia/Kolkata,2026-06-10 12:32:20,13456,2026-06-10 07:32:41,2026-06-10 12:32:20,299.65,False
