target_id,account_id,campaign_id,target_date,priority,recommended_channel,status,_source_row_number,target_date_standardized,target_month,timestamp_parse_failed,unknown_campaign_flag
TGT0032944,ACC0022467,CMP0000032,2026-03-06,1,SMS,SKIPPED,32944,2026-03-06,2026-03,False,False
TGT0032945,ACC0012918,CMP0000014,2026-03-31,6,SMS,CONTACTED,32945,2026-03-31,2026-03,False,False
TGT0032946,ACC0016100,CMP0000088,2026-01-21,10,SMS,QUEUED,32946,2026-01-21,2026-01,False,False
TGT0032947,ACC0011877,CMP0000061,2026-06-26,3,SMS,EXPIRED,32947,2026-06-26,2026-06,False,False
TGT0032948,ACC0000245,CMP0000086,2026-04-23,9,SMS,SKIPPED,32948,2026-04-23,2026-04,False,False
TGT0032949,ACC0024161,CMP0000084,2026-04-23,2,SMS,QUEUED,32949,2026-04-23,2026-04,False,False
TGT0032950,ACC0007715,CMP0000038,2026-01-15,10,VOICE,EXPIRED,32950,2026-01-15,2026-01,False,False
TGT0032951,ACC0006985,CMP0000119,2026-03-20,1,FIELD,EXPIRED,32951,2026-03-20,2026-03,False,False
TGT0032952,ACC0007975,CMP0000084,2026-01-21,2,SMS,EXPIRED,32952,2026-01-21,2026-01,False,False
TGT0032953,ACC0020716,CMP0000033,2026-05-23,5,VOICE,EXPIRED,32953,2026-05-23,2026-05,False,False
TGT0032954,ACC0015057,CMP0000075,2026-02-22,10,FIELD,SKIPPED,32954,2026-02-22,2026-02,False,False
TGT0032955,ACC0023973,CMP0000041,2026-01-21,2,SMS,EXPIRED,32955,2026-01-21,2026-01,False,False
TGT0032956,ACC0011354,CMP0000025,2026-06-18,7,WHATSAPP,EXPIRED,32956,2026-06-18,2026-06,False,False
TGT0032957,ACC0015055,CMP0000049,2026-04-17,8,SMS,EXPIRED,32957,2026-04-17,2026-04,False,False
TGT0032958,ACC0001598,CMP0000051,2026-06-06,8,WHATSAPP,CONTACTED,32958,2026-06-06,2026-06,False,False
TGT0032959,ACC0013058,CMP0000026,2026-03-29,7,SMS,QUEUED,32959,2026-03-29,2026-03,False,False
TGT0032960,ACC0017130,CMP0000006,2026-06-15,6,VOICE,SKIPPED,32960,2026-06-15,2026-06,False,False
TGT0032961,ACC0029284,CMP0000084,2026-03-17,5,VOICE,SKIPPED,32961,2026-03-17,2026-03,False,False
TGT0032962,ACC0004647,CMP0000101,2026-02-19,7,WHATSAPP,SKIPPED,32962,2026-02-19,2026-02,False,False
TGT0032963,ACC0020392,CMP0000070,2026-05-02,7,WHATSAPP,CONTACTED,32963,2026-05-02,2026-05,False,False
TGT0032964,ACC0010945,CMP0000101,2026-07-07,6,VOICE,SKIPPED,32964,2026-07-07,2026-07,False,False
TGT0032965,ACC0012833,CMP0000065,2026-07-29,4,VOICE,EXPIRED,32965,2026-07-29,2026-07,False,False
TGT0032966,ACC0011603,CMP0000076,2026-05-02,9,WHATSAPP,SKIPPED,32966,2026-05-02,2026-05,False,False
TGT0032967,ACC0019943,CMP0000026,2026-07-10,1,WHATSAPP,EXPIRED,32967,2026-07-10,2026-07,False,False
TGT0032968,ACC0011034,CMP0000106,2026-03-25,2,VOICE,CONTACTED,32968,2026-03-25,2026-03,False,False
TGT0032969,ACC0020152,CMP0000021,2026-01-25,5,FIELD,EXPIRED,32969,2026-01-25,2026-01,False,False
TGT0032970,ACC0007092,CMP0000118,2026-01-18,9,VOICE,QUEUED,32970,2026-01-18,2026-01,False,False
TGT0032971,ACC0012838,CMP0000025,2026-05-05,1,WHATSAPP,EXPIRED,32971,2026-05-05,2026-05,False,False
TGT0032972,ACC0009851,CMP0000063,2026-02-25,1,FIELD,SKIPPED,32972,2026-02-25,2026-02,False,False
TGT0032973,ACC0000309,CMP0000005,2026-06-30,4,SMS,EXPIRED,32973,2026-06-30,2026-06,False,False
TGT0032974,ACC0001766,CMP0000015,2026-03-12,6,FIELD,EXPIRED,32974,2026-03-12,2026-03,False,False
TGT0032975,ACC0023639,CMP0000004,2026-06-17,6,SMS,QUEUED,32975,2026-06-17,2026-06,False,False
TGT0032976,ACC0028534,CMP0000031,2026-04-08,2,SMS,CONTACTED,32976,2026-04-08,2026-04,False,False
TGT0032977,ACC0022229,CMP0000022,2026-01-05,3,FIELD,CONTACTED,32977,2026-01-05,2026-01,False,False
TGT0032978,ACC0027675,CMP0000025,2026-01-20,5,FIELD,EXPIRED,32978,2026-01-20,2026-01,False,False
TGT0032979,ACC0025273,CMP0000042,2026-02-13,5,WHATSAPP,EXPIRED,32979,2026-02-13,2026-02,False,False
TGT0032980,ACC0003486,CMP0000107,2026-07-22,7,SMS,CONTACTED,32980,2026-07-22,2026-07,False,False
TGT0032981,ACC0003535,CMP0000015,2026-06-18,2,FIELD,QUEUED,32981,2026-06-18,2026-06,False,False
TGT0032982,ACC0003713,CMP0000021,2026-01-12,7,SMS,QUEUED,32982,2026-01-12,2026-01,False,False
TGT0032983,ACC0026298,CMP0000057,2026-03-05,7,WHATSAPP,EXPIRED,32983,2026-03-05,2026-03,False,False
TGT0032984,ACC0029973,CMP0000013,2026-04-04,6,VOICE,CONTACTED,32984,2026-04-04,2026-04,False,False
TGT0032985,ACC0008179,CMP0000087,2026-03-20,5,FIELD,SKIPPED,32985,2026-03-20,2026-03,False,False
TGT0032986,ACC0006516,CMP0000103,2026-01-23,8,SMS,QUEUED,32986,2026-01-23,2026-01,False,False
TGT0032987,ACC0019481,CMP0000056,2026-03-03,5,VOICE,EXPIRED,32987,2026-03-03,2026-03,False,False
TGT0032988,ACC0008333,CMP0000027,2026-05-19,2,SMS,QUEUED,32988,2026-05-19,2026-05,False,False
TGT0032989,ACC0019299,CMP0000022,2026-04-20,8,VOICE,SKIPPED,32989,2026-04-20,2026-04,False,False
TGT0032990,ACC0010366,CMP0000071,2026-06-13,3,SMS,SKIPPED,32990,2026-06-13,2026-06,False,False
TGT0032991,ACC0011046,CMP0000116,2026-07-13,3,WHATSAPP,EXPIRED,32991,2026-07-13,2026-07,False,False
TGT0032992,ACC0014151,CMP0000024,2026-05-17,9,SMS,CONTACTED,32992,2026-05-17,2026-05,False,False
TGT0032993,ACC0027640,CMP0000086,2026-05-20,3,WHATSAPP,QUEUED,32993,2026-05-20,2026-05,False,False
TGT0032994,ACC0024038,CMP0000085,2026-07-23,10,SMS,QUEUED,32994,2026-07-23,2026-07,False,False
TGT0032995,ACC0001079,CMP0000078,2026-04-27,4,WHATSAPP,EXPIRED,32995,2026-04-27,2026-04,False,False
TGT0032996,ACC0023706,CMP0000060,2026-01-28,4,WHATSAPP,CONTACTED,32996,2026-01-28,2026-01,False,False
TGT0032997,ACC0012697,CMP0000064,2026-05-12,10,FIELD,SKIPPED,32997,2026-05-12,2026-05,False,False
TGT0032998,ACC0011163,CMP0000104,2026-05-01,10,WHATSAPP,QUEUED,32998,2026-05-01,2026-05,False,False
TGT0032999,ACC0006248,CMP0000082,2026-05-12,5,VOICE,CONTACTED,32999,2026-05-12,2026-05,False,False
TGT0033000,ACC0026267,CMP0000120,2026-06-24,7,WHATSAPP,QUEUED,33000,2026-06-24,2026-06,False,False
TGT0033001,ACC0020348,CMP0000087,2026-04-10,2,SMS,QUEUED,33001,2026-04-10,2026-04,False,False
TGT0033002,ACC0026975,CMP0000059,2026-08-06,1,SMS,SKIPPED,33002,2026-08-06,2026-08,False,False
TGT0033003,ACC0018529,CMP0000056,2026-05-10,5,FIELD,SKIPPED,33003,2026-05-10,2026-05,False,False
TGT0033004,ACC0003488,CMP0000030,2026-03-14,2,VOICE,EXPIRED,33004,2026-03-14,2026-03,False,False
TGT0033005,ACC0017366,CMP0000076,2026-08-04,7,VOICE,CONTACTED,33005,2026-08-04,2026-08,False,False
TGT0033006,ACC0000807,CMP0000102,2026-02-24,9,FIELD,SKIPPED,33006,2026-02-24,2026-02,False,False
TGT0033007,ACC0004417,CMP0000092,2026-01-05,10,SMS,QUEUED,33007,2026-01-05,2026-01,False,False
TGT0033008,ACC0007392,CMP0000113,2026-01-30,6,VOICE,CONTACTED,33008,2026-01-30,2026-01,False,False
TGT0033009,ACC0009620,CMP0000017,2026-02-13,9,WHATSAPP,SKIPPED,33009,2026-02-13,2026-02,False,False
TGT0033010,ACC0025770,CMP0000092,2026-07-19,10,FIELD,EXPIRED,33010,2026-07-19,2026-07,False,False
TGT0033011,ACC0011153,CMP0000119,2026-07-01,9,SMS,SKIPPED,33011,2026-07-01,2026-07,False,False
TGT0033012,ACC0015642,CMP0000091,2026-04-13,9,FIELD,EXPIRED,33012,2026-04-13,2026-04,False,False
TGT0033013,ACC0005079,CMP0000114,2026-06-06,2,VOICE,QUEUED,33013,2026-06-06,2026-06,False,False
TGT0033014,ACC0023906,CMP0000017,2026-07-07,3,SMS,SKIPPED,33014,2026-07-07,2026-07,False,False
TGT0033015,ACC0023927,CMP0000118,2026-03-01,7,SMS,EXPIRED,33015,2026-03-01,2026-03,False,False
TGT0033016,ACC0005519,CMP0000097,2026-04-24,4,SMS,SKIPPED,33016,2026-04-24,2026-04,False,False
TGT0033017,ACC0013447,CMP0000100,2026-01-09,2,VOICE,SKIPPED,33017,2026-01-09,2026-01,False,False
TGT0033018,ACC0012683,CMP0000089,2026-03-22,6,FIELD,CONTACTED,33018,2026-03-22,2026-03,False,False
TGT0033019,ACC0000707,CMP0000096,2026-02-15,5,WHATSAPP,QUEUED,33019,2026-02-15,2026-02,False,False
TGT0033020,ACC0009961,CMP0000011,2026-04-08,3,WHATSAPP,QUEUED,33020,2026-04-08,2026-04,False,False
TGT0033021,ACC0019430,CMP0000020,2026-04-21,5,SMS,CONTACTED,33021,2026-04-21,2026-04,False,False
TGT0033022,ACC0001740,CMP0000059,2026-01-29,1,SMS,QUEUED,33022,2026-01-29,2026-01,False,False
TGT0033023,ACC0029631,CMP0000111,2026-08-02,4,FIELD,SKIPPED,33023,2026-08-02,2026-08,False,False
TGT0033024,ACC0029685,CMP0000068,2026-03-12,2,VOICE,EXPIRED,33024,2026-03-12,2026-03,False,False
TGT0033025,ACC0003023,CMP0000048,2026-02-12,3,SMS,SKIPPED,33025,2026-02-12,2026-02,False,False
TGT0033026,ACC0002137,CMP0000113,2026-01-12,3,WHATSAPP,CONTACTED,33026,2026-01-12,2026-01,False,False
TGT0033027,ACC0012663,CMP0000031,2026-07-20,10,WHATSAPP,EXPIRED,33027,2026-07-20,2026-07,False,False
TGT0033028,ACC0013580,CMP0000062,2026-01-09,7,VOICE,EXPIRED,33028,2026-01-09,2026-01,False,False
TGT0033029,ACC0014796,CMP0000068,2026-01-05,7,FIELD,CONTACTED,33029,2026-01-05,2026-01,False,False
TGT0033030,ACC0011882,CMP0000070,2026-01-30,10,VOICE,SKIPPED,33030,2026-01-30,2026-01,False,False
TGT0033031,ACC0007106,CMP0000048,2026-07-05,6,WHATSAPP,EXPIRED,33031,2026-07-05,2026-07,False,False
TGT0033032,ACC0008653,CMP0000005,2026-03-03,4,WHATSAPP,CONTACTED,33032,2026-03-03,2026-03,False,False
TGT0033033,ACC0013530,CMP0000028,2026-02-15,1,SMS,SKIPPED,33033,2026-02-15,2026-02,False,False
TGT0033034,ACC0023480,CMP0000052,2026-08-08,1,SMS,SKIPPED,33034,2026-08-08,2026-08,False,False
TGT0033035,ACC0029559,CMP0000092,2026-03-12,2,VOICE,CONTACTED,33035,2026-03-12,2026-03,False,False
TGT0033036,ACC0021154,CMP0000096,2026-04-10,3,FIELD,SKIPPED,33036,2026-04-10,2026-04,False,False
TGT0033037,ACC0008579,CMP0000076,2026-07-07,8,SMS,EXPIRED,33037,2026-07-07,2026-07,False,False
TGT0033038,ACC0010232,CMP0000048,2026-04-26,5,FIELD,EXPIRED,33038,2026-04-26,2026-04,False,False
TGT0033039,ACC0002002,CMP0000024,2026-06-17,4,VOICE,CONTACTED,33039,2026-06-17,2026-06,False,False
TGT0033040,ACC0015882,CMP0000018,2026-03-02,8,SMS,SKIPPED,33040,2026-03-02,2026-03,False,False
TGT0033041,ACC0023850,CMP0000030,2026-07-07,4,WHATSAPP,EXPIRED,33041,2026-07-07,2026-07,False,False
TGT0033042,ACC0028276,CMP0000084,2026-06-13,10,FIELD,EXPIRED,33042,2026-06-13,2026-06,False,False
TGT0033043,ACC0017535,CMP0000054,2026-04-17,7,SMS,EXPIRED,33043,2026-04-17,2026-04,False,False
TGT0033044,ACC0026556,CMP0000082,2026-07-24,5,VOICE,SKIPPED,33044,2026-07-24,2026-07,False,False
TGT0033045,ACC0022859,CMP0000111,2026-03-28,10,SMS,CONTACTED,33045,2026-03-28,2026-03,False,False
TGT0033046,ACC0013294,CMP0000099,2026-04-23,5,FIELD,SKIPPED,33046,2026-04-23,2026-04,False,False
TGT0033047,ACC0016068,CMP0000117,2026-03-17,3,SMS,SKIPPED,33047,2026-03-17,2026-03,False,False
TGT0033048,ACC0011621,CMP0000062,2026-07-01,8,FIELD,QUEUED,33048,2026-07-01,2026-07,False,False
TGT0033049,ACC0013229,CMP0000113,2026-05-19,7,SMS,QUEUED,33049,2026-05-19,2026-05,False,False
TGT0033050,ACC0026997,CMP0000065,2026-07-31,8,VOICE,QUEUED,33050,2026-07-31,2026-07,False,False
TGT0033051,ACC0004165,CMP0000050,2026-05-14,8,VOICE,QUEUED,33051,2026-05-14,2026-05,False,False
TGT0033052,ACC0004920,CMP0000034,2026-02-04,5,WHATSAPP,QUEUED,33052,2026-02-04,2026-02,False,False
TGT0033053,ACC0019142,CMP0000055,2026-05-25,1,FIELD,CONTACTED,33053,2026-05-25,2026-05,False,False
TGT0033054,ACC0014580,CMP0000006,2026-06-01,1,WHATSAPP,CONTACTED,33054,2026-06-01,2026-06,False,False
TGT0033055,ACC0005429,CMP0000025,2026-05-25,8,WHATSAPP,CONTACTED,33055,2026-05-25,2026-05,False,False
TGT0033056,ACC0005593,CMP0000009,2026-02-27,10,FIELD,SKIPPED,33056,2026-02-27,2026-02,False,False
TGT0033057,ACC0015298,CMP0000070,2026-07-31,10,VOICE,QUEUED,33057,2026-07-31,2026-07,False,False
TGT0033058,ACC0000921,CMP0000070,2026-07-12,5,WHATSAPP,EXPIRED,33058,2026-07-12,2026-07,False,False
TGT0033059,ACC0013559,CMP0000005,2026-06-07,8,FIELD,EXPIRED,33059,2026-06-07,2026-06,False,False
TGT0033060,ACC0025212,CMP0000081,2026-05-05,4,SMS,SKIPPED,33060,2026-05-05,2026-05,False,False
TGT0033061,ACC0022634,CMP0000017,2026-05-04,9,VOICE,CONTACTED,33061,2026-05-04,2026-05,False,False
TGT0033062,ACC0025889,CMP0000008,2026-04-14,6,FIELD,CONTACTED,33062,2026-04-14,2026-04,False,False
TGT0033063,ACC0015073,CMP0000077,2026-04-14,5,FIELD,SKIPPED,33063,2026-04-14,2026-04,False,False
TGT0033064,ACC0008760,CMP0000109,2026-05-30,1,VOICE,SKIPPED,33064,2026-05-30,2026-05,False,False
TGT0033065,ACC0005031,CMP0000042,2026-04-16,1,SMS,EXPIRED,33065,2026-04-16,2026-04,False,False
TGT0033066,ACC0007868,CMP0000007,2026-01-31,3,WHATSAPP,CONTACTED,33066,2026-01-31,2026-01,False,False
TGT0033067,ACC0026212,CMP0000029,2026-02-18,2,FIELD,CONTACTED,33067,2026-02-18,2026-02,False,False
TGT0033068,ACC0014125,CMP0000108,2026-03-19,6,SMS,QUEUED,33068,2026-03-19,2026-03,False,False
TGT0033069,ACC0027008,CMP0000047,2026-07-04,8,FIELD,CONTACTED,33069,2026-07-04,2026-07,False,False
TGT0033070,ACC0021958,CMP0000041,2026-05-23,3,WHATSAPP,EXPIRED,33070,2026-05-23,2026-05,False,False
TGT0033071,ACC0028222,CMP0000029,2026-07-04,8,WHATSAPP,EXPIRED,33071,2026-07-04,2026-07,False,False
TGT0033072,ACC0027020,CMP0000120,2026-06-25,2,VOICE,CONTACTED,33072,2026-06-25,2026-06,False,False
TGT0033073,ACC0024759,CMP0000076,2026-07-12,9,SMS,QUEUED,33073,2026-07-12,2026-07,False,False
TGT0033074,ACC0029362,CMP0000068,2026-04-24,1,VOICE,SKIPPED,33074,2026-04-24,2026-04,False,False
TGT0033075,ACC0022201,CMP0000116,2026-02-14,10,FIELD,EXPIRED,33075,2026-02-14,2026-02,False,False
TGT0033076,ACC0026840,CMP0000067,2026-05-29,7,WHATSAPP,CONTACTED,33076,2026-05-29,2026-05,False,False
TGT0033077,ACC0025559,CMP0000052,2026-07-17,2,VOICE,CONTACTED,33077,2026-07-17,2026-07,False,False
TGT0033078,ACC0000318,CMP0000038,2026-01-21,10,FIELD,QUEUED,33078,2026-01-21,2026-01,False,False
TGT0033079,ACC0024047,CMP0000104,2026-05-14,6,SMS,QUEUED,33079,2026-05-14,2026-05,False,False
TGT0033080,ACC0018424,CMP0000032,2026-04-14,9,SMS,SKIPPED,33080,2026-04-14,2026-04,False,False
TGT0033081,ACC0028291,CMP0000034,2026-05-11,6,VOICE,EXPIRED,33081,2026-05-11,2026-05,False,False
TGT0033082,ACC0020347,CMP0000002,2026-01-02,5,FIELD,CONTACTED,33082,2026-01-02,2026-01,False,False
TGT0033083,ACC0015859,CMP0000009,2026-06-12,10,SMS,QUEUED,33083,2026-06-12,2026-06,False,False
TGT0033084,ACC0014568,CMP0000065,2026-02-22,4,SMS,CONTACTED,33084,2026-02-22,2026-02,False,False
TGT0033085,ACC0025815,CMP0000105,2026-07-27,4,WHATSAPP,EXPIRED,33085,2026-07-27,2026-07,False,False
TGT0033086,ACC0015787,CMP0000056,2026-02-22,5,SMS,CONTACTED,33086,2026-02-22,2026-02,False,False
TGT0033087,ACC0019606,CMP0000111,2026-01-26,7,VOICE,CONTACTED,33087,2026-01-26,2026-01,False,False
TGT0033088,ACC0009296,CMP0000103,2026-02-06,1,SMS,CONTACTED,33088,2026-02-06,2026-02,False,False
TGT0033089,ACC0016675,CMP0000117,2026-04-17,4,SMS,SKIPPED,33089,2026-04-17,2026-04,False,False
TGT0033090,ACC0013298,CMP0000095,2026-03-27,8,SMS,EXPIRED,33090,2026-03-27,2026-03,False,False
TGT0033091,ACC0003145,CMP0000047,2026-07-25,10,SMS,SKIPPED,33091,2026-07-25,2026-07,False,False
TGT0033092,ACC0024786,CMP0000052,2026-05-26,5,FIELD,SKIPPED,33092,2026-05-26,2026-05,False,False
TGT0033093,ACC0023371,CMP0000067,2026-06-23,9,VOICE,SKIPPED,33093,2026-06-23,2026-06,False,False
TGT0033094,ACC0013777,CMP0000009,2026-05-07,7,WHATSAPP,QUEUED,33094,2026-05-07,2026-05,False,False
TGT0033095,ACC0025367,CMP0000062,2026-04-28,5,FIELD,EXPIRED,33095,2026-04-28,2026-04,False,False
TGT0033096,ACC0007503,CMP0000069,2026-06-26,2,SMS,EXPIRED,33096,2026-06-26,2026-06,False,False
TGT0033097,ACC0025721,CMP0000062,2026-07-01,1,FIELD,EXPIRED,33097,2026-07-01,2026-07,False,False
TGT0033098,ACC0004970,CMP0000106,2026-01-01,9,FIELD,EXPIRED,33098,2026-01-01,2026-01,False,False
TGT0033099,ACC0009334,CMP0000042,2026-01-15,6,WHATSAPP,SKIPPED,33099,2026-01-15,2026-01,False,False
TGT0033100,ACC0003897,CMP0000093,2026-03-26,5,VOICE,QUEUED,33100,2026-03-26,2026-03,False,False
TGT0033101,ACC0005464,CMP0000076,2026-07-13,7,FIELD,QUEUED,33101,2026-07-13,2026-07,False,False
TGT0033102,ACC0025373,CMP0000058,2026-02-06,7,FIELD,QUEUED,33102,2026-02-06,2026-02,False,False
TGT0033103,ACC0017872,CMP0000090,2026-04-02,10,SMS,SKIPPED,33103,2026-04-02,2026-04,False,False
TGT0033104,ACC0005212,CMP0000030,2026-05-31,7,VOICE,EXPIRED,33104,2026-05-31,2026-05,False,False
TGT0033105,ACC0025431,CMP0000055,2026-05-24,1,VOICE,QUEUED,33105,2026-05-24,2026-05,False,False
TGT0033106,ACC0029499,CMP0000063,2026-03-17,8,WHATSAPP,QUEUED,33106,2026-03-17,2026-03,False,False
TGT0033107,ACC0012215,CMP0000008,2026-07-31,9,VOICE,CONTACTED,33107,2026-07-31,2026-07,False,False
TGT0033108,ACC0012080,CMP0000028,2026-01-30,6,WHATSAPP,EXPIRED,33108,2026-01-30,2026-01,False,False
TGT0033109,ACC0028505,CMP0000093,2026-05-19,6,FIELD,EXPIRED,33109,2026-05-19,2026-05,False,False
TGT0033110,ACC0013959,CMP0000076,2026-04-21,3,VOICE,QUEUED,33110,2026-04-21,2026-04,False,False
TGT0033111,ACC0022704,CMP0000050,2026-03-01,5,VOICE,SKIPPED,33111,2026-03-01,2026-03,False,False
TGT0033112,ACC0012340,CMP0000004,2026-04-13,4,FIELD,CONTACTED,33112,2026-04-13,2026-04,False,False
TGT0033113,ACC0010867,CMP0000013,2026-06-04,8,SMS,CONTACTED,33113,2026-06-04,2026-06,False,False
TGT0033114,ACC0014375,CMP0000060,2026-07-24,7,FIELD,EXPIRED,33114,2026-07-24,2026-07,False,False
TGT0033115,ACC0002501,CMP0000004,2026-02-03,10,FIELD,QUEUED,33115,2026-02-03,2026-02,False,False
TGT0033116,ACC0023047,CMP0000111,2026-04-02,10,WHATSAPP,CONTACTED,33116,2026-04-02,2026-04,False,False
TGT0033117,ACC0022425,CMP0000116,2026-01-27,6,WHATSAPP,CONTACTED,33117,2026-01-27,2026-01,False,False
TGT0033118,ACC0011634,CMP0000045,2026-01-29,7,SMS,EXPIRED,33118,2026-01-29,2026-01,False,False
TGT0033119,ACC0008715,CMP0000088,2026-07-04,5,FIELD,SKIPPED,33119,2026-07-04,2026-07,False,False
TGT0033120,ACC0016345,CMP0000077,2026-05-21,4,WHATSAPP,SKIPPED,33120,2026-05-21,2026-05,False,False
TGT0033121,ACC0024822,CMP0000018,2026-05-06,8,VOICE,SKIPPED,33121,2026-05-06,2026-05,False,False
TGT0033122,ACC0018400,CMP0000051,2026-04-01,4,WHATSAPP,CONTACTED,33122,2026-04-01,2026-04,False,False
TGT0033123,ACC0012260,CMP0000075,2026-07-02,9,SMS,EXPIRED,33123,2026-07-02,2026-07,False,False
TGT0033124,ACC0018437,CMP0000062,2026-07-28,1,FIELD,QUEUED,33124,2026-07-28,2026-07,False,False
TGT0033125,ACC0014167,CMP0000090,2026-02-07,7,WHATSAPP,SKIPPED,33125,2026-02-07,2026-02,False,False
TGT0033126,ACC0014611,CMP0000116,2026-04-25,4,FIELD,QUEUED,33126,2026-04-25,2026-04,False,False
TGT0033127,ACC0022498,CMP0000074,2026-02-21,9,SMS,QUEUED,33127,2026-02-21,2026-02,False,False
TGT0033128,ACC0011096,CMP0000075,2026-06-12,9,WHATSAPP,QUEUED,33128,2026-06-12,2026-06,False,False
TGT0033129,ACC0023141,CMP0000001,2026-06-15,6,FIELD,EXPIRED,33129,2026-06-15,2026-06,False,False
TGT0033130,ACC0012715,CMP0000027,2026-04-13,7,VOICE,CONTACTED,33130,2026-04-13,2026-04,False,False
TGT0033131,ACC0024557,CMP0000088,2026-04-03,2,FIELD,SKIPPED,33131,2026-04-03,2026-04,False,False
TGT0033132,ACC0026006,CMP0000108,2026-03-10,5,FIELD,EXPIRED,33132,2026-03-10,2026-03,False,False
TGT0033133,ACC0028790,CMP0000074,2026-05-03,6,SMS,QUEUED,33133,2026-05-03,2026-05,False,False
TGT0033134,ACC0000120,CMP0000107,2026-01-26,1,WHATSAPP,CONTACTED,33134,2026-01-26,2026-01,False,False
TGT0033135,ACC0025824,CMP0000005,2026-05-28,2,VOICE,QUEUED,33135,2026-05-28,2026-05,False,False
TGT0033136,ACC0024576,CMP0000047,2026-06-15,3,WHATSAPP,EXPIRED,33136,2026-06-15,2026-06,False,False
TGT0033137,ACC0015458,CMP0000037,2026-01-13,9,SMS,SKIPPED,33137,2026-01-13,2026-01,False,False
TGT0033138,ACC0026852,CMP0000055,2026-07-01,9,WHATSAPP,QUEUED,33138,2026-07-01,2026-07,False,False
TGT0033139,ACC0021784,CMP0000055,2026-02-25,4,VOICE,SKIPPED,33139,2026-02-25,2026-02,False,False
TGT0033140,ACC0029818,CMP0000021,2026-08-05,10,VOICE,QUEUED,33140,2026-08-05,2026-08,False,False
TGT0033141,ACC0007081,CMP0000022,2026-07-21,9,FIELD,CONTACTED,33141,2026-07-21,2026-07,False,False
TGT0033142,ACC0023976,CMP0000010,2026-01-31,2,SMS,QUEUED,33142,2026-01-31,2026-01,False,False
TGT0033143,ACC0029310,CMP0000061,2026-04-15,8,WHATSAPP,QUEUED,33143,2026-04-15,2026-04,False,False
TGT0033144,ACC0010693,CMP0000021,2026-02-11,10,SMS,EXPIRED,33144,2026-02-11,2026-02,False,False
TGT0033145,ACC0002898,CMP0000043,2026-03-15,3,FIELD,SKIPPED,33145,2026-03-15,2026-03,False,False
TGT0033146,ACC0005912,CMP0000076,2026-06-04,1,FIELD,CONTACTED,33146,2026-06-04,2026-06,False,False
TGT0033147,ACC0001106,CMP0000101,2026-02-10,8,SMS,EXPIRED,33147,2026-02-10,2026-02,False,False
TGT0033148,ACC0029479,CMP0000089,2026-02-11,8,SMS,EXPIRED,33148,2026-02-11,2026-02,False,False
TGT0033149,ACC0016534,CMP0000027,2026-07-01,6,VOICE,SKIPPED,33149,2026-07-01,2026-07,False,False
TGT0033150,ACC0003348,CMP0000043,2026-05-23,8,FIELD,EXPIRED,33150,2026-05-23,2026-05,False,False
TGT0033151,ACC0026950,CMP0000005,2026-05-16,2,WHATSAPP,SKIPPED,33151,2026-05-16,2026-05,False,False
TGT0033152,ACC0018777,CMP0000075,2026-06-15,10,FIELD,QUEUED,33152,2026-06-15,2026-06,False,False
TGT0033153,ACC0018936,CMP0000061,2026-04-30,7,FIELD,CONTACTED,33153,2026-04-30,2026-04,False,False
TGT0033154,ACC0023646,CMP0000097,2026-05-04,8,FIELD,EXPIRED,33154,2026-05-04,2026-05,False,False
TGT0033155,ACC0022811,CMP0000065,2026-04-12,8,SMS,QUEUED,33155,2026-04-12,2026-04,False,False
TGT0033156,ACC0021274,CMP0000041,2026-08-01,7,SMS,CONTACTED,33156,2026-08-01,2026-08,False,False
TGT0033157,ACC0001411,CMP0000011,2026-03-28,4,FIELD,QUEUED,33157,2026-03-28,2026-03,False,False
TGT0033158,ACC0025968,CMP0000015,2026-02-18,2,SMS,SKIPPED,33158,2026-02-18,2026-02,False,False
TGT0033159,ACC0009678,CMP0000003,2026-05-18,1,WHATSAPP,QUEUED,33159,2026-05-18,2026-05,False,False
TGT0033160,ACC0005437,CMP0000045,2026-05-07,7,VOICE,CONTACTED,33160,2026-05-07,2026-05,False,False
TGT0033161,ACC0014310,CMP0000087,2026-05-23,10,FIELD,QUEUED,33161,2026-05-23,2026-05,False,False
TGT0033162,ACC0020971,CMP0000010,2026-01-04,9,SMS,QUEUED,33162,2026-01-04,2026-01,False,False
TGT0033163,ACC0029267,CMP0000097,2026-05-11,4,SMS,SKIPPED,33163,2026-05-11,2026-05,False,False
TGT0033164,ACC0015342,CMP0000114,2026-04-04,10,WHATSAPP,QUEUED,33164,2026-04-04,2026-04,False,False
TGT0033165,ACC0006486,CMP0000046,2026-05-19,10,FIELD,CONTACTED,33165,2026-05-19,2026-05,False,False
TGT0033166,ACC0024046,CMP0000117,2026-06-29,6,WHATSAPP,QUEUED,33166,2026-06-29,2026-06,False,False
TGT0033167,ACC0018248,CMP0000035,2026-06-29,2,VOICE,SKIPPED,33167,2026-06-29,2026-06,False,False
TGT0033168,ACC0026317,CMP0000097,2026-07-19,5,WHATSAPP,SKIPPED,33168,2026-07-19,2026-07,False,False
TGT0033169,ACC0012929,CMP0000066,2026-05-04,8,SMS,CONTACTED,33169,2026-05-04,2026-05,False,False
TGT0033170,ACC0026292,CMP0000045,2026-06-19,7,FIELD,QUEUED,33170,2026-06-19,2026-06,False,False
